Estudo; Renda;UF;SEXO;Idade;Altura
5;R$ 1.800;SP;M;46;1,67
5;R$ 1.000;ES;M;43;1,67
11;R$ 788;PB;F;43;1,67
12;R$ 400;SP;F;44;1,67
9;R$ 1.400;DF;F;42;1,67
16;R$ 2.200;RO;F;60;1,67
9;R$ 788;RO;M;34;1,67
12;R$ 2.500;MG;M;35;1,67
6;R$ 1.200;ES;M;30;1,67
12;R$ 1.300;PE;F;22;1,67
12;R$ 14.500;DF;M;47;1,67
1;R$ 250;PA;M;60;1,67
5;R$ 1.300;RO;M;55;1,67
14;R$ 2.000;PR;F;50;1,67
15;R$ 7.000;PR;M;46;1,67
4;R$ 500;GO;M;62;1,67
4;R$ 500;AL;M;49;1,67
6;R$ 1.094;PE;M;36;1,67
16;R$ 5.000;RO;M;34;1,67
12;R$ 1.000;RS;F;35;1,67
16;R$ 2.280;PR;F;27;1,67
1;R$ 900;BA;M;42;1,67
12;R$ 7.000;PR;M;43;1,67
9;R$ 1.000;RJ;M;47;1,67
12;R$ 1.500;SP;M;49;1,67
8;R$ 2.200;PR;M;32;1,67
9;R$ 1.300;BA;M;59;1,67
1;R$ 2.150;RJ;M;57;1,67
7;R$ 789;PB;M;55;1,67
12;R$ 1.576;RJ;M;57;1,67
9;R$ 800;SP;M;25;1,67
12;R$ 5.500;AP;M;32;1,67
9;R$ 900;PE;M;40;1,67
9;R$ 788;RS;M;48;1,67
12;R$ 500;TO;F;22;1,67
3;R$ 789;RS;F;53;1,67
5;R$ 1.000;SP;M;35;1,67
5;R$ 800;MT;M;38;1,67
1;R$ 1.600;RJ;F;27;1,67
6;R$ 1.097;AP;M;52;1,67
12;R$ 3.100;DF;F;59;1,67
4;R$ 2.000;MG;M;36;1,67
16;R$ 6.000;SP;M;57;1,67
16;R$ 5.440;ES;F;37;1,67
16;R$ 2.100;PA;F;35;1,67
16;R$ 3.500;PA;F;32;1,67
12;R$ 2.400;GO;M;45;1,67
6;R$ 788;MG;M;33;1,67
5;R$ 1.100;MG;M;44;1,67
16;R$ 12.000;PE;M;33;1,67
1;R$ 950;RS;M;37;1,67
11;R$ 800;CE;M;19;1,67
3;R$ 690;PR;M;60;1,67
12;R$ 2.000;SP;M;42;1,67
7;R$ 1.800;GO;M;25;1,67
12;R$ 2.700;MT;M;55;1,67
1;R$ 700;RO;M;50;1,67
12;R$ 3.000;GO;F;58;1,67
6;R$ 1.500;BA;F;47;1,67
8;R$ 1.400;SP;M;28;1,67
4;R$ 788;RJ;M;35;1,67
10;R$ 2.100;MT;M;54;1,67
3;R$ 800;RJ;M;62;1,67
1;R$ 2.000;SP;M;52;1,67
9;R$ 1.600;PA;M;46;1,67
12;R$ 788;ES;F;46;1,67
16;R$ 10.000;SP;M;48;1,67
1;R$ 800;RR;M;54;1,67
9;R$ 788;RJ;M;40;1,67
12;R$ 1.613;AP;F;22;1,67
6;R$ 400;BA;M;32;1,67
9;R$ 500;PA;M;27;1,67
16;R$ 1.576;ES;F;45;1,67
16;R$ 3.900;RJ;F;54;1,67
1;R$ 360;PE;M;42;1,67
12;R$ 200;RS;F;54;1,67
13;R$ 4.000;PR;F;47;1,67
12;R$ 950;MG;F;54;1,67
6;R$ 1.000;MG;F;37;1,67
12;R$ 1.500;SP;M;27;1,67
6;R$ 500;RS;M;40;1,67
14;R$ 5.000;SC;M;51;1,67
13;R$ 1.800;SC;M;44;1,67
2;R$ 640;BA;M;38;1,67
3;R$ 1.000;BA;M;48;1,67
12;R$ 955;PE;M;44;1,67
12;R$ 2.360;DF;M;62;1,67
1;R$ 400;AP;F;53;1,67
12;R$ 1.500;DF;F;30;1,67
4;R$ 3.500;MT;M;36;1,67
11;R$ 1.500;PR;M;33;1,67
5;R$ 2.415;MG;M;56;1,67
16;R$ 3.500;BA;M;60;1,67
5;R$ 700;RJ;F;58;1,67
12;R$ 1.400;GO;M;20;1,67
1;R$ 1.800;PI;M;58;1,67
12;R$ 4.000;SP;M;35;1,67
11;R$ 1.500;PA;M;48;1,67
8;R$ 1.500;PA;M;37;1,67
9;R$ 2.000;PR;M;35;1,67
12;R$ 1.100;RS;M;56;1,67
7;R$ 788;PI;M;31;1,67
12;R$ 4.000;SP;F;43;1,67
16;R$ 6.000;PA;F;49;1,67
9;R$ 480;CE;M;33;1,67
14;R$ 5.000;BA;F;52;1,67
12;R$ 3.500;MG;M;50;1,67
6;R$ 1.800;SP;M;33;1,67
6;R$ 1.280;MG;F;41;1,67
12;R$ 788;PB;F;38;1,67
1;R$ 788;PI;M;38;1,67
4;R$ 1.182;BA;F;49;1,67
12;R$ 2.250;PA;M;37;1,67
12;R$ 1.980;GO;M;42;1,67
7;R$ 788;PE;M;39;1,67
15;R$ 10.500;RJ;M;32;1,67
12;R$ 1.500;PR;M;32;1,67
12;R$ 100;PE;F;43;1,67
16;R$ 10.000;DF;M;37;1,67
12;R$ 1.350;AL;M;36;1,67
11;R$ 3.000;MA;M;30;1,67
12;R$ 2.000;MT;M;42;1,67
9;R$ 2.000;PA;F;55;1,67
16;R$ 650;BA;F;52;1,67
16;R$ 16.000;PR;M;40;1,67
5;R$ 1.500;RJ;M;59;1,67
7;R$ 4.500;PA;M;46;1,67
4;R$ 788;PA;M;29;1,67
5;R$ 250;PA;M;38;1,67
16;R$ 2.300;SC;M;43;1,67
11;R$ 1.200;RS;M;65;1,67
12;R$ 788;MG;M;49;1,67
12;R$ 4.500;RS;M;41;1,67
9;R$ 788;PA;F;50;1,67
16;R$ 2.000;PA;F;67;1,67
3;R$ 1.000;SE;M;42;1,67
6;R$ 500;SP;F;56;1,67
12;R$ 1.500;GO;M;31;1,67
12;R$ 996;AL;M;37;1,67
12;R$ 788;PE;M;18;1,67
7;R$ 1.000;GO;M;36;1,67
2;R$ 788;PA;M;31;1,67
9;R$ 2.250;RS;M;57;1,67
5;R$ 6.000;SP;M;66;1,67
7;R$ 2.000;SP;M;32;1,67
12;R$ 900;AP;M;23;1,67
4;R$ 788;AL;M;39;1,67
12;R$ 1.400;RS;F;26;1,67
16;R$ 2.000;RJ;M;38;1,67
5;R$ 1.200;MG;M;60;1,67
1;R$ 1.700;RJ;F;74;1,67
16;R$ 8.000;DF;F;38;1,67
1;R$ 200;SP;F;52;1,67
11;R$ 1.100;RO;M;45;1,67
7;R$ 2.400;SC;M;44;1,67
8;R$ 1.150;AP;M;23;1,67
5;R$ 400;AP;M;52;1,67
12;R$ 2.000;RS;M;42;1,67
5;R$ 800;CE;M;65;1,67
12;R$ 1.300;SP;M;37;1,67
1;R$ 1.500;MG;M;33;1,67
1;R$ 450;AL;M;51;1,67
7;R$ 1.400;RO;M;21;1,67
16;R$ 3.000;RJ;M;28;1,67
12;R$ 5.000;RS;M;44;1,67
1;R$ 600;MG;F;54;1,67
16;R$ 1.600;SP;F;38;1,67
12;R$ 2.300;PR;M;46;1,67
13;R$ 1.500;RJ;F;39;1,67
16;R$ 3.100;RS;F;32;1,67
15;R$ 4.400;SP;M;67;1,67
9;R$ 720;PA;M;45;1,67
9;R$ 2.000;RJ;M;50;1,67
5;R$ 1.200;SP;F;60;1,67
9;R$ 1.200;SP;M;50;1,67
12;R$ 1.800;PE;M;50;1,67
3;R$ 140;CE;F;54;1,67
8;R$ 1.077;MG;M;41;1,67
1;R$ 150;PI;F;61;1,67
6;R$ 788;RS;F;40;1,67
6;R$ 900;MG;M;50;1,67
16;R$ 3.500;RJ;F;34;1,67
12;R$ 1.030;RS;F;47;1,67
7;R$ 1.068;RS;F;29;1,67
1;R$ 800;PI;M;61;1,67
6;R$ 600;PA;F;41;1,67
12;R$ 900;PE;F;45;1,67
12;R$ 700;CE;F;39;1,67
12;R$ 800;PA;M;30;1,67
1;R$ 1.500;PE;M;64;1,67
5;R$ 788;AL;F;41;1,67
3;R$ 1.300;MG;M;33;1,67
12;R$ 5.500;BA;M;55;1,67
8;R$ 1.800;MG;M;37;1,67
16;R$ 1.500;MG;M;34;1,67
13;R$ 788;GO;M;49;1,67
12;R$ 2.700;RJ;M;36;1,67
12;R$ 3.000;PA;M;32;1,67
16;R$ 3.000;RJ;F;55;1,67
5;R$ 5.000;PR;M;48;1,67
12;R$ 2.200;MG;M;32;1,67
16;R$ 2.000;AL;F;58;1,67
12;R$ 1.200;RJ;M;31;1,67
6;R$ 1.000;RJ;F;58;1,67
5;R$ 100;BA;F;41;1,67
1;R$ 1.200;MG;M;61;1,67
9;R$ 600;PA;M;27;1,67
12;R$ 1.000;SC;M;23;1,67
16;R$ 3.000;TO;M;34;1,67
15;R$ 4.000;RS;M;32;1,67
12;R$ 1.000;RJ;F;30;1,67
8;R$ 800;RS;M;39;1,67
4;R$ 200;AP;M;49;1,67
3;R$ 930;SE;M;23;1,67
9;R$ 1.100;RS;F;27;1,67
11;R$ 1.000;MA;M;55;1,67
9;R$ 1.000;TO;M;18;1,67
12;R$ 1.000;PR;F;23;1,67
6;R$ 1.800;TO;M;53;1,67
6;R$ 789;RJ;M;42;1,67
16;R$ 7.500;RS;F;33;1,67
16;R$ 800;AC;M;37;1,67
14;R$ 1.300;SP;M;26;1,67
6;R$ 1.500;PR;F;50;1,67
12;R$ 1.000;RS;M;54;1,67
13;R$ 2.500;PB;M;42;1,67
3;R$ 300;SE;F;62;1,67
16;R$ 3.000;SP;F;62;1,67
5;R$ 1.576;TO;M;33;1,67
12;R$ 788;BA;F;58;1,67
5;R$ 1.200;ES;M;43;1,67
11;R$ 1.500;MT;M;23;1,67
11;R$ 900;RJ;F;32;1,67
16;R$ 2.500;PR;M;33;1,67
1;R$ 300;PA;M;46;1,67
5;R$ 1.500;PA;M;37;1,67
12;R$ 788;CE;F;63;1,67
16;R$ 1.200;MG;M;46;1,67
12;R$ 800;BA;F;35;1,67
16;R$ 600;MT;M;43;1,67
16;R$ 12.000;MG;M;50;1,67
5;R$ 340;PR;M;41;1,67
6;R$ 788;AC;M;45;1,67
12;R$ 788;AC;F;29;1,67
9;R$ 1.500;SE;M;45;1,67
6;R$ 1.200;PA;M;40;1,67
9;R$ 2.600;BA;M;56;1,67
9;R$ 2.100;DF;M;35;1,67
1;R$ 700;RS;M;61;1,67
7;R$ 2.500;BA;M;40;1,67
16;R$ 2.500;BA;F;42;1,67
12;R$ 1.200;DF;F;35;1,67
15;R$ 1.522;SP;F;36;1,67
6;R$ 1.000;RS;F;52;1,67
8;R$ 788;BA;F;55;1,67
12;R$ 2.000;PE;M;49;1,67
16;R$ 10.000;PA;M;54;1,67
11;R$ 780;RJ;F;30;1,67
12;R$ 3.000;RJ;M;58;1,67
6;R$ 75;RS;M;61;1,67
1;R$ 200;RO;F;61;1,67
11;R$ 2.300;RS;F;40;1,67
5;R$ 1.650;MG;M;43;1,67
9;R$ 788;RO;F;35;1,67
10;R$ 850;PR;M;41;1,67
12;R$ 788;DF;F;57;1,67
15;R$ 2.000;RO;M;52;1,67
6;R$ 1.200;PR;M;30;1,67
12;R$ 2.500;PR;F;46;1,67
6;R$ 788;PE;M;41;1,67
12;R$ 2.200;SP;F;37;1,67
1;R$ 640;SE;M;47;1,67
5;R$ 1.100;PR;F;41;1,67
9;R$ 800;ES;M;60;1,67
5;R$ 600;BA;M;52;1,67
16;R$ 4.000;SP;M;29;1,67
12;R$ 3.500;TO;M;62;1,67
16;R$ 6.000;PR;M;37;1,67
2;R$ 1.500;GO;M;63;1,67
9;R$ 1.000;RJ;F;61;1,67
1;R$ 800;AP;F;59;1,67
12;R$ 1.200;BA;M;41;1,67
16;R$ 2.500;MS;M;33;1,67
5;R$ 1.400;SP;F;36;1,67
16;R$ 6.000;RS;M;28;1,67
12;R$ 1.500;SP;M;47;1,67
16;R$ 2.600;SC;M;43;1,67
1;R$ 788;MG;M;64;1,67
13;R$ 2.300;MA;M;28;1,67
16;R$ 1.200;MG;M;39;1,67
5;R$ 320;ES;F;66;1,67
12;R$ 788;TO;M;19;1,67
16;R$ 2.800;GO;F;53;1,67
16;R$ 2.200;MT;F;37;1,67
16;R$ 5.000;RS;F;27;1,67
12;R$ 788;MS;F;46;1,67
5;R$ 900;MG;M;52;1,67
5;R$ 500;RJ;M;77;1,67
16;R$ 2.100;RN;F;49;1,67
12;R$ 2.000;SC;M;34;1,67
1;R$ 788;GO;F;55;1,67
1;R$ 500;PA;M;25;1,67
9;R$ 1.600;SP;M;43;1,67
12;R$ 1.800;PE;M;65;1,67
12;R$ 2.800;RS;M;38;1,67
5;R$ 788;PB;F;44;1,67
5;R$ 1.700;TO;M;38;1,67
16;R$ 5.600;DF;F;52;1,67
10;R$ 1.200;MT;M;34;1,67
14;R$ 1.800;MG;F;53;1,67
12;R$ 1.200;PR;M;28;1,67
1;R$ 700;PA;M;52;1,67
9;R$ 3.000;RR;M;49;1,67
5;R$ 550;TO;M;55;1,67
6;R$ 350;PE;M;35;1,67
12;R$ 2.500;RS;M;44;1,67
4;R$ 1.200;RJ;M;58;1,67
12;R$ 1.500;SP;M;42;1,67
12;R$ 1.800;PA;M;48;1,67
2;R$ 1.300;GO;M;36;1,67
16;R$ 1.800;RS;F;38;1,67
5;R$ 788;BA;M;37;1,67
12;R$ 950;SP;M;34;1,67
13;R$ 1.600;MT;F;30;1,67
12;R$ 6.000;RN;M;51;1,67
6;R$ 4.000;RS;M;46;1,67
12;R$ 2.250;MG;M;45;1,67
5;R$ 2.350;MG;M;42;1,67
12;R$ 1.100;MG;M;26;1,67
6;R$ 200;PA;M;57;1,67
16;R$ 11.000;SP;F;28;1,67
10;R$ 1.000;SP;M;21;1,67
11;R$ 800;PE;F;47;1,67
16;R$ 5.000;DF;M;45;1,67
5;R$ 800;PE;M;35;1,67
6;R$ 1.200;SP;F;54;1,67
5;R$ 350;MA;F;45;1,67
7;R$ 980;RJ;F;39;1,67
12;R$ 788;AP;M;27;1,67
12;R$ 4.500;MG;M;36;1,67
6;R$ 788;RS;M;70;1,67
5;R$ 1.000;RR;M;40;1,67
12;R$ 3.500;MG;M;46;1,67
12;R$ 395;CE;F;33;1,67
16;R$ 2.000;BA;F;58;1,67
7;R$ 900;RR;M;48;1,67
12;R$ 940;CE;M;29;1,67
16;R$ 2.500;RJ;M;44;1,67
16;R$ 6.000;PB;M;41;1,67
5;R$ 300;BA;M;51;1,67
9;R$ 1.450;MT;M;38;1,67
7;R$ 1.200;GO;M;53;1,67
16;R$ 11.500;AP;M;31;1,67
9;R$ 2.400;MG;M;55;1,67
12;R$ 5.600;DF;M;58;1,67
12;R$ 788;SE;F;40;1,67
2;R$ 788;BA;M;45;1,67
12;R$ 788;PE;F;26;1,67
12;R$ 1.400;RJ;M;33;1,67
1;R$ 250;PA;F;50;1,67
12;R$ 600;MT;M;47;1,67
16;R$ 6.000;SP;F;34;1,67
12;R$ 788;CE;F;64;1,67
12;R$ 400;AP;F;60;1,67
9;R$ 1.600;SC;M;55;1,67
16;R$ 6.000;PE;M;69;1,67
6;R$ 788;RO;M;37;1,67
1;R$ 20;PI;F;41;1,67
12;R$ 150;PI;M;29;1,67
12;R$ 3.500;SP;M;29;1,67
3;R$ 1.500;TO;M;58;1,67
1;R$ 1.700;MT;M;45;1,67
12;R$ 1.300;MS;M;28;1,67
5;R$ 800;PR;F;52;1,67
9;R$ 800;CE;F;41;1,67
5;R$ 1.300;MT;M;33;1,67
9;R$ 2.000;ES;M;56;1,67
16;R$ 8.000;DF;M;39;1,67
5;R$ 1.000;SP;M;55;1,67
9;R$ 788;MG;M;31;1,67
12;R$ 10.000;BA;M;46;1,67
2;R$ 788;MT;M;37;1,67
7;R$ 700;BA;M;40;1,67
12;R$ 788;RJ;F;51;1,67
16;R$ 2.000;PE;F;29;1,67
9;R$ 1.200;RJ;M;37;1,67
12;R$ 1.400;AP;M;42;1,67
12;R$ 1.900;SP;M;33;1,67
9;R$ 800;TO;F;51;1,67
9;R$ 1.300;MG;M;60;1,67
9;R$ 1.400;RS;M;30;1,67
12;R$ 700;CE;M;35;1,67
12;R$ 1.000;RS;M;68;1,67
12;R$ 1.000;ES;M;41;1,67
5;R$ 1.150;RS;M;52;1,67
16;R$ 3.500;SC;F;39;1,67
14;R$ 650;GO;F;37;1,67
12;R$ 1.900;RJ;F;33;1,67
12;R$ 1.700;BA;M;50;1,67
12;R$ 6.000;ES;M;58;1,67
9;R$ 1.000;SP;F;38;1,67
1;R$ 1.000;RS;M;65;1,67
16;R$ 2.000;GO;F;40;1,67
6;R$ 700;MG;M;44;1,67
16;R$ 5.000;SP;M;51;1,67
12;R$ 1.700;PR;M;31;1,67
9;R$ 800;PE;F;41;1,67
16;R$ 3.000;RS;M;59;1,67
12;R$ 1.100;MT;F;30;1,67
12;R$ 600;BA;F;46;1,67
15;R$ 3.800;RS;M;37;1,67
6;R$ 788;PE;F;38;1,67
8;R$ 1.700;RS;M;58;1,67
13;R$ 4.500;DF;M;30;1,67
6;R$ 1.300;BA;M;36;1,67
11;R$ 980;RJ;F;44;1,67
9;R$ 788;PA;M;31;1,67
11;R$ 1.100;MT;F;32;1,67
12;R$ 1.500;SP;M;39;1,67
16;R$ 6.000;SE;F;43;1,67
12;R$ 2.000;RS;M;66;1,67
16;R$ 1.300;RS;F;45;1,67
8;R$ 788;GO;F;42;1,67
16;R$ 4.000;RS;F;72;1,67
6;R$ 1.200;MG;M;51;1,67
16;R$ 6.000;PE;F;60;1,67
11;R$ 788;TO;M;23;1,67
12;R$ 2.500;ES;M;38;1,67
12;R$ 1.200;RJ;M;42;1,67
12;R$ 788;BA;F;58;1,67
5;R$ 300;PA;M;43;1,67
4;R$ 800;MG;F;33;1,67
5;R$ 400;MG;F;60;1,67
16;R$ 620;BA;M;23;1,67
9;R$ 3.000;RS;F;69;1,67
16;R$ 9.000;RN;M;56;1,67
16;R$ 3.500;SC;M;29;1,67
1;R$ 750;MG;M;50;1,67
3;R$ 300;MA;M;28;1,67
7;R$ 2.000;AP;F;60;1,67
1;R$ 1.500;SC;M;44;1,67
16;R$ 7.000;MG;M;41;1,67
7;R$ 1.700;SP;M;63;1,67
9;R$ 1.500;PA;M;37;1,67
12;R$ 1.800;RS;M;33;1,67
9;R$ 2.200;RO;M;59;1,67
5;R$ 400;MG;M;54;1,67
12;R$ 788;BA;F;35;1,67
4;R$ 334;PI;M;66;1,67
16;R$ 1.800;PR;F;53;1,67
12;R$ 788;PB;M;26;1,67
16;R$ 4.000;SP;M;46;1,67
16;R$ 2.200;SP;M;27;1,67
1;R$ 50;PI;M;65;1,67
6;R$ 1.600;BA;M;34;1,67
10;R$ 1.180;RS;M;48;1,67
12;R$ 900;PA;M;45;1,67
1;R$ 290;SE;M;43;1,67
5;R$ 900;SP;M;61;1,67
12;R$ 800;AP;F;39;1,67
12;R$ 1.500;RS;M;29;1,67
1;R$ 1.000;AP;M;40;1,67
12;R$ 788;PA;F;50;1,67
16;R$ 17.000;SP;M;63;1,67
16;R$ 1.200;GO;M;45;1,67
13;R$ 1.300;RJ;M;29;1,67
12;R$ 1.200;GO;M;35;1,67
8;R$ 788;PB;M;20;1,67
12;R$ 3.000;SP;M;47;1,67
3;R$ 250;RS;M;55;1,67
12;R$ 1.200;PR;M;35;1,67
9;R$ 788;MG;F;45;1,67
15;R$ 1.800;DF;F;43;1,67
7;R$ 300;PA;F;20;1,67
5;R$ 900;PR;M;59;1,67
12;R$ 1.700;SP;F;38;1,67
12;R$ 3.000;RO;F;30;1,67
12;R$ 1.500;RN;F;55;1,67
12;R$ 900;AP;F;27;1,67
12;R$ 3.000;PR;M;58;1,67
2;R$ 45;PI;F;65;1,67
9;R$ 500;PA;F;40;1,67
3;R$ 300;PE;F;53;1,67
5;R$ 1.000;MG;M;38;1,67
2;R$ 3.000;DF;M;58;1,67
12;R$ 2.000;DF;M;48;1,67
5;R$ 350;PR;M;51;1,67
11;R$ 1.000;RS;M;56;1,67
12;R$ 1.600;DF;M;35;1,67
5;R$ 3.000;SC;M;47;1,67
12;R$ 3.000;CE;M;57;1,67
12;R$ 5.000;SP;M;31;1,67
12;R$ 1.300;SC;M;29;1,67
16;R$ 6.000;RS;M;37;1,67
15;R$ 2.500;ES;F;24;1,67
12;R$ 4.350;RJ;M;37;1,67
9;R$ 1.800;RJ;M;40;1,67
11;R$ 1.200;RS;M;39;1,67
11;R$ 980;RJ;M;64;1,67
12;R$ 1.200;PE;F;46;1,67
5;R$ 600;RN;M;34;1,67
16;R$ 18.000;PE;F;46;1,67
4;R$ 788;CE;M;57;1,67
16;R$ 300;AP;F;50;1,67
3;R$ 1.700;SP;M;78;1,67
12;R$ 3.000;SP;F;25;1,67
9;R$ 2.300;RS;M;46;1,67
5;R$ 600;GO;M;82;1,67
16;R$ 3.000;MG;F;46;1,67
14;R$ 900;RN;F;55;1,67
5;R$ 3.000;SC;M;75;1,67
10;R$ 900;RS;F;50;1,67
9;R$ 800;RJ;M;56;1,67
4;R$ 1.200;AL;M;52;1,67
1;R$ 300;SE;M;62;1,67
12;R$ 400;PE;F;24;1,67
9;R$ 1.300;RJ;M;57;1,67
12;R$ 1.250;PE;M;21;1,67
12;R$ 1.520;CE;M;26;1,67
8;R$ 500;RS;F;55;1,67
6;R$ 1.500;SE;F;59;1,67
2;R$ 450;MA;M;58;1,67
1;R$ 788;MT;M;21;1,67
13;R$ 750;RJ;F;49;1,67
16;R$ 6.500;DF;F;50;1,67
1;R$ 700;RO;M;76;1,67
12;R$ 3.000;SP;M;32;1,67
9;R$ 1.754;RJ;M;64;1,67
15;R$ 1.500;PA;M;45;1,67
9;R$ 900;PA;F;22;1,67
6;R$ 700;SP;M;54;1,67
12;R$ 3.900;GO;M;40;1,67
1;R$ 200;BA;F;36;1,67
11;R$ 1.000;RJ;F;46;1,67
5;R$ 120;PE;F;36;1,67
16;R$ 4.000;RJ;M;58;1,67
12;R$ 788;MA;M;22;1,67
3;R$ 380;CE;M;46;1,67
12;R$ 500;AP;F;46;1,67
9;R$ 750;BA;F;52;1,67
12;R$ 2.000;PR;M;58;1,67
12;R$ 788;PA;F;33;1,67
5;R$ 800;SP;F;57;1,67
12;R$ 6.000;MG;M;62;1,67
4;R$ 3.000;DF;M;56;1,67
9;R$ 2.500;SP;M;67;1,67
12;R$ 1.000;RJ;M;34;1,67
9;R$ 788;MA;F;47;1,67
12;R$ 1.500;SP;M;60;1,67
8;R$ 1.500;PR;M;38;1,67
12;R$ 2.500;SC;M;28;1,67
12;R$ 3.500;MG;M;45;1,67
12;R$ 1.500;ES;F;27;1,67
16;R$ 2.000;DF;M;34;1,67
16;R$ 10.000;MG;M;51;1,67
12;R$ 1.400;RS;F;56;1,67
12;R$ 900;BA;M;62;1,67
12;R$ 1.200;PA;M;32;1,67
12;R$ 2.500;AP;M;38;1,67
12;R$ 788;MG;F;37;1,67
12;R$ 1.500;RS;F;49;1,67
1;R$ 600;SP;M;56;1,67
14;R$ 1.000;PI;F;32;1,67
16;R$ 4.000;SP;M;62;1,67
9;R$ 1.200;MA;M;43;1,67
12;R$ 800;SP;F;34;1,67
8;R$ 500;PA;M;36;1,67
16;R$ 6.000;PA;M;38;1,67
10;R$ 5.000;RN;M;45;1,67
6;R$ 700;AC;M;41;1,67
9;R$ 1.000;PA;F;42;1,67
16;R$ 10.000;PR;M;74;1,67
15;R$ 3.000;RJ;M;62;1,67
9;R$ 900;CE;F;36;1,67
9;R$ 3.500;MG;M;49;1,67
12;R$ 1.200;SC;F;39;1,67
12;R$ 2.500;DF;M;38;1,67
12;R$ 10.000;PE;M;46;1,67
16;R$ 1.000;SP;F;59;1,67
12;R$ 788;AP;M;29;1,67
16;R$ 7.000;GO;M;39;1,67
12;R$ 2.200;RN;M;30;1,67
12;R$ 1.500;CE;F;49;1,67
12;R$ 1.100;BA;M;36;1,67
16;R$ 4.000;PE;M;53;1,67
12;R$ 700;MG;M;31;1,67
12;R$ 2.000;DF;M;45;1,67
16;R$ 5.000;DF;M;30;1,67
15;R$ 1.900;TO;F;34;1,67
6;R$ 200;MA;M;36;1,67
16;R$ 1.300;AP;M;40;1,67
13;R$ 600;MG;M;49;1,67
6;R$ 900;BA;M;67;1,67
16;R$ 10.000;RJ;M;56;1,67
12;R$ 1.700;SC;M;47;1,67
12;R$ 1.100;SP;F;32;1,67
16;R$ 788;PR;M;45;1,67
9;R$ 788;BA;M;32;1,67
16;R$ 14.000;SC;M;39;1,67
11;R$ 1.086;AP;M;48;1,67
9;R$ 600;CE;F;37;1,67
9;R$ 800;MG;F;24;1,67
13;R$ 1.500;RS;M;32;1,67
12;R$ 800;MT;M;52;1,66
12;R$ 1.500;MG;F;49;1,66
10;R$ 2.300;MG;M;37;1,66
2;R$ 1.200;RO;M;41;1,66
12;R$ 1.700;SP;M;28;1,66
2;R$ 400;PB;M;39;1,66
10;R$ 1.010;RJ;F;22;1,66
2;R$ 600;RJ;M;37;1,66
5;R$ 400;MG;M;44;1,66
12;R$ 788;RJ;M;28;1,66
12;R$ 3.000;AC;F;50;1,66
12;R$ 3.000;PE;M;47;1,66
9;R$ 1.350;PE;M;31;1,66
15;R$ 500;PR;F;32;1,66
7;R$ 950;RJ;F;61;1,66
15;R$ 1.800;RO;F;41;1,66
14;R$ 1.000;AP;F;33;1,66
12;R$ 3.540;CE;M;32;1,66
12;R$ 2.000;RJ;F;49;1,66
12;R$ 500;GO;M;26;1,66
4;R$ 1.200;PR;M;47;1,66
14;R$ 1.500;PB;M;30;1,66
16;R$ 8.325;RS;M;32;1,66
9;R$ 3.800;PR;M;46;1,66
16;R$ 3.468;PR;F;29;1,66
16;R$ 2.000;AP;M;45;1,66
6;R$ 1.500;CE;F;61;1,66
16;R$ 7.092;AL;F;34;1,66
12;R$ 600;AC;F;55;1,66
11;R$ 500;RJ;F;52;1,66
16;R$ 8.000;DF;M;49;1,66
9;R$ 900;RS;F;30;1,66
4;R$ 800;BA;M;66;1,66
11;R$ 1.500;SP;M;23;1,66
6;R$ 1.300;SC;M;41;1,66
12;R$ 1.000;RJ;F;46;1,66
4;R$ 1.560;BA;M;42;1,66
9;R$ 2.000;SP;M;44;1,66
12;R$ 300;SP;M;21;1,66
12;R$ 1.200;MG;M;53;1,66
13;R$ 1.200;PE;M;45;1,66
13;R$ 2.500;RJ;F;60;1,66
15;R$ 2.000;PR;M;25;1,66
3;R$ 250;PE;F;49;1,66
3;R$ 800;MS;M;51;1,66
12;R$ 1.600;MT;M;37;1,66
16;R$ 2.500;AP;F;36;1,66
3;R$ 650;PR;M;53;1,66
8;R$ 800;CE;M;49;1,66
12;R$ 788;AC;F;48;1,66
1;R$ 1.500;RS;M;20;1,66
12;R$ 1.200;PR;F;48;1,66
8;R$ 1.300;RJ;F;44;1,66
7;R$ 788;SE;F;37;1,66
9;R$ 1.800;SP;M;40;1,66
5;R$ 788;SP;F;51;1,66
3;R$ 788;TO;M;52;1,66
12;R$ 1.400;DF;F;41;1,66
13;R$ 1.100;RJ;F;43;1,66
9;R$ 2.000;SP;M;48;1,66
9;R$ 788;RJ;M;42;1,66
4;R$ 788;MG;F;32;1,66
13;R$ 3.500;AC;M;29;1,66
1;R$ 800;RJ;F;63;1,66
15;R$ 1.000;AL;M;43;1,66
15;R$ 1.600;RS;F;50;1,66
12;R$ 3.000;RS;M;27;1,66
9;R$ 788;RN;M;48;1,66
9;R$ 800;SP;F;55;1,66
14;R$ 900;MG;M;29;1,66
1;R$ 1.500;PA;M;40;1,66
9;R$ 800;RS;M;41;1,66
12;R$ 1.500;PR;M;55;1,66
12;R$ 1.000;MA;F;44;1,66
12;R$ 1.800;RJ;M;38;1,66
9;R$ 1.500;SP;M;46;1,66
10;R$ 2.600;PR;M;29;1,66
5;R$ 3.000;MA;M;60;1,66
12;R$ 700;AP;F;44;1,66
12;R$ 788;GO;F;40;1,66
16;R$ 3.000;AP;M;40;1,66
12;R$ 2.100;CE;M;35;1,66
12;R$ 2.000;PE;M;58;1,66
