UF;NOME_MUNICIPIO;ENQUADRAMENTO;VALOR_BENEFICIO
PB;PATOS;EXTRACAD;300
PB;PATOS;BOLSA FAMILIA;1200
PB;PATOS;BOLSA FAMILIA;1800
PB;PAULISTA;BOLSA FAMILIA;1200
PB;PAULISTA;BOLSA FAMILIA;3000
PB;PEDRAS DE FOGO;EXTRACAD;300
PB;PEDRAS DE FOGO;EXTRACAD;300
PB;PEDRAS DE FOGO;EXTRACAD;300
PB;PEDRAS DE FOGO;EXTRACAD;300
PB;PIANCO;BOLSA FAMILIA;1651
PB;REMIGIO;EXTRACAD;600
PB;REMIGIO;EXTRACAD;600
PB;REMIGIO;EXTRACAD;600
PB;REMIGIO;EXTRACAD;600
PB;REMIGIO;EXTRACAD;600
PB;RIACHO DOS CAVALOS;EXTRACAD;300
PB;RIACHO DOS CAVALOS;EXTRACAD;300
PB;RIACHO DOS CAVALOS;EXTRACAD;300
PB;RIACHO DOS CAVALOS;EXTRACAD;300
PB;RIO TINTO;EXTRACAD;300
PB;RIO TINTO;EXTRACAD;300
PB;RIO TINTO;EXTRACAD;300
PB;RIO TINTO;EXTRACAD;300
PB;SANTA RITA;EXTRACAD;300
PB;SANTA RITA;EXTRACAD;300
PB;SANTA RITA;EXTRACAD;300
PB;SANTA RITA;EXTRACAD;300
PB;SANTA RITA;EXTRACAD;600
PB;SANTA RITA;EXTRACAD;600
PB;SANTA RITA;EXTRACAD;600
PB;SANTA RITA;BOLSA FAMILIA;1200
PB;SANTA RITA;BOLSA FAMILIA;2251
PB;SAO JOAO DO CARIRI;BOLSA FAMILIA;1098
PB;SAPE;EXTRACAD;300
PB;SAPE;EXTRACAD;300
PB;SAPE;EXTRACAD;300
PB;SAPE;EXTRACAD;300
PB;SERIDO;BOLSA FAMILIA;2199
PB;SOLANEA;CADUNICO;600
PB;SOLANEA;CADUNICO;600
PE;ABREU E LIMA;BOLSA FAMILIA;300
PE;AFOGADOS DA INGAZEIRA;BOLSA FAMILIA;600
PE;ALAGOINHA;BOLSA FAMILIA;1200
PE;AMARAJI;BOLSA FAMILIA;994
PE;ARARIPINA;BOLSA FAMILIA;600
PE;BELO JARDIM;BOLSA FAMILIA;600
PE;BELO JARDIM;BOLSA FAMILIA;1200
PE;CABO DE SANTO AGOSTINHO;BOLSA FAMILIA;600
PE;CABO DE SANTO AGOSTINHO;BOLSA FAMILIA;2099
PE;CABO DE SANTO AGOSTINHO;BOLSA FAMILIA;3000
PE;CARPINA;EXTRACAD;300
PE;CARPINA;EXTRACAD;300
PE;CARPINA;EXTRACAD;300
PE;CARUARU;BOLSA FAMILIA;1200
PE;CARUARU;EXTRACAD;300
PE;CARUARU;EXTRACAD;300
PE;CARUARU;EXTRACAD;300
PE;CARUARU;EXTRACAD;300
PE;CARUARU;EXTRACAD;600
PE;CARUARU;EXTRACAD;600
PE;CARUARU;EXTRACAD;600
PE;CARUARU;EXTRACAD;600
PE;ESCADA;BOLSA FAMILIA;600
PE;FLORESTA;CADUNICO;300
PE;FLORESTA;CADUNICO;300
PE;FLORESTA;CADUNICO;300
PE;GARANHUNS;EXTRACAD;300
PE;GARANHUNS;EXTRACAD;300
PE;GARANHUNS;EXTRACAD;300
PE;GARANHUNS;EXTRACAD;300
PE;IGARASSU;BOLSA FAMILIA;600
PE;IGARASSU;BOLSA FAMILIA;1651
PE;IPUBI;BOLSA FAMILIA;600
PE;IPUBI;BOLSA FAMILIA;1200
PE;JABOATAO DOS GUARARAPES;BOLSA FAMILIA;1200
PE;JABOATAO DOS GUARARAPES;BOLSA FAMILIA;5400
PE;JABOATAO DOS GUARARAPES;EXTRACAD;300
PE;JABOATAO DOS GUARARAPES;EXTRACAD;300
PE;JABOATAO DOS GUARARAPES;EXTRACAD;300
PE;JABOATAO DOS GUARARAPES;EXTRACAD;300
PE;JABOATAO DOS GUARARAPES;EXTRACAD;300
PE;JABOATAO DOS GUARARAPES;EXTRACAD;300
PE;JATOBA;BOLSA FAMILIA;8400
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;BOLSA FAMILIA;2251
PE;OLINDA;BOLSA FAMILIA;2251
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;BOLSA FAMILIA;1657
PE;OLINDA;BOLSA FAMILIA;800
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;EXTRACAD;300
PE;OLINDA;BOLSA FAMILIA;1200
PE;PAULISTA;EXTRACAD;600
PE;PAULISTA;EXTRACAD;600
PE;PAULISTA;EXTRACAD;600
PE;PAULISTA;EXTRACAD;600
PE;PAULISTA;EXTRACAD;600
PE;PAULISTA;EXTRACAD;300
PE;PAULISTA;EXTRACAD;300
PE;PAULISTA;EXTRACAD;300
PE;PAULISTA;EXTRACAD;300
PE;PAULISTA;BOLSA FAMILIA;1800
PE;PAULISTA;BOLSA FAMILIA;1200
PE;PAULISTA;BOLSA FAMILIA;800
PE;PAULISTA;BOLSA FAMILIA;1100
PE;PAULISTA;EXTRACAD;300
PE;PAULISTA;EXTRACAD;300
PE;PAULISTA;EXTRACAD;300
PE;PAULISTA;EXTRACAD;300
PE;PETROLINA;EXTRACAD;300
PE;PETROLINA;EXTRACAD;300
PE;PETROLINA;EXTRACAD;300
PE;PETROLINA;EXTRACAD;300
PE;RECIFE;BOLSA FAMILIA;3000
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;600
PE;RECIFE;CADUNICO;300
PE;RECIFE;CADUNICO;300
PE;RECIFE;CADUNICO;300
PE;RECIFE;CADUNICO;300
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;600
PE;RECIFE;EXTRACAD;600
PE;RECIFE;BOLSA FAMILIA;1187
PE;RECIFE;BOLSA FAMILIA;600
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;BOLSA FAMILIA;3000
PE;RECIFE;BOLSA FAMILIA;1853
PE;RECIFE;BOLSA FAMILIA;1100
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;EXTRACAD;300
PE;RECIFE;CADUNICO;600
PE;SAO BENTO DO UNA;BOLSA FAMILIA;1098
PE;SERRA TALHADA;BOLSA FAMILIA;1200
PE;SERRA TALHADA;BOLSA FAMILIA;600
PE;TAQUARITINGA DO NORTE;EXTRACAD;300
PE;TAQUARITINGA DO NORTE;EXTRACAD;300
PE;TAQUARITINGA DO NORTE;EXTRACAD;300
PE;TAQUARITINGA DO NORTE;EXTRACAD;300
PE;TAQUARITINGA DO NORTE;BOLSA FAMILIA;2400
PE;TAQUARITINGA DO NORTE;BOLSA FAMILIA;1200
PE;VICENCIA;EXTRACAD;300
PE;VICENCIA;EXTRACAD;300
PE;VICENCIA;EXTRACAD;300
PE;VICENCIA;EXTRACAD;300
PE;VICENCIA;CADUNICO;300
PE;VICENCIA;CADUNICO;300
PE;VICENCIA;CADUNICO;300
PE;VICENCIA;CADUNICO;300
PE;VICENCIA;EXTRACAD;300
PE;VICENCIA;EXTRACAD;300
PI;AGUA BRANCA;EXTRACAD;300
PI;AGUA BRANCA;EXTRACAD;300
PI;AGUA BRANCA;EXTRACAD;300
PI;AGUA BRANCA;EXTRACAD;300
PI;ALTOS;BOLSA FAMILIA;1670
PI;CAMPINAS DO PIAUI;BOLSA FAMILIA;1200
PI;CAMPINAS DO PIAUI;BOLSA FAMILIA;600
PI;JOSE DE FREITAS;BOLSA FAMILIA;1051
PI;PEDRO II;BOLSA FAMILIA;2400
PI;PEDRO II;BOLSA FAMILIA;1200
PI;PICOS;BOLSA FAMILIA;1200
PI;SAO FELIX DO PIAUI;BOLSA FAMILIA;2219
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;BOLSA FAMILIA;1200
PI;TERESINA;BOLSA FAMILIA;600
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;BOLSA FAMILIA;1070
PI;TERESINA;BOLSA FAMILIA;1200
PI;TERESINA;BOLSA FAMILIA;2400
PI;TERESINA;EXTRACAD;600
PI;TERESINA;EXTRACAD;600
PI;TERESINA;EXTRACAD;600
PI;TERESINA;BOLSA FAMILIA;2400
PI;TERESINA;BOLSA FAMILIA;1200
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;BOLSA FAMILIA;600
PI;TERESINA;BOLSA FAMILIA;1200
PI;TERESINA;EXTRACAD;600
PI;TERESINA;EXTRACAD;600
PI;TERESINA;EXTRACAD;600
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;TERESINA;EXTRACAD;300
PI;VILA NOVA DO PIAUI;BOLSA FAMILIA;1200
PI;VILA NOVA DO PIAUI;BOLSA FAMILIA;3000
PR;CASCAVEL;BOLSA FAMILIA;300
PR;CASCAVEL;EXTRACAD;300
PR;CASCAVEL;EXTRACAD;300
PR;CORNELIO PROCOPIO;BOLSA FAMILIA;600
PR;CORNELIO PROCOPIO;BOLSA FAMILIA;3000
PR;CURITIBA;EXTRACAD;600
PR;CURITIBA;EXTRACAD;300
PR;CURITIBA;EXTRACAD;300
PR;CURITIBA;EXTRACAD;300
PR;CURITIBA;EXTRACAD;300
PR;CURITIBA;EXTRACAD;600
PR;CURITIBA;EXTRACAD;600
PR;CURITIBA;EXTRACAD;300
PR;CURITIBA;EXTRACAD;600
PR;CURITIBA;EXTRACAD;600
PR;CURITIBA;EXTRACAD;600
PR;CURITIBA;EXTRACAD;1200
PR;CURITIBA;EXTRACAD;600
PR;CURITIBA;EXTRACAD;1200
PR;FOZ DO IGUACU;EXTRACAD;600
PR;FOZ DO IGUACU;EXTRACAD;600
PR;FOZ DO IGUACU;EXTRACAD;600
PR;FRANCISCO BELTRAO;CADUNICO;600
PR;ITAMBE;EXTRACAD;600
PR;ITAMBE;EXTRACAD;600
PR;ITAMBE;EXTRACAD;300
PR;ITAMBE;EXTRACAD;300
PR;ITAMBE;EXTRACAD;300
PR;ITAMBE;EXTRACAD;600
PR;ITAMBE;EXTRACAD;600
PR;ITAMBE;EXTRACAD;300
PR;ITAUNA DO SUL;BOLSA FAMILIA;3000
PR;ITAUNA DO SUL;BOLSA FAMILIA;600
PR;LAPA;BOLSA FAMILIA;1651
PR;LONDRINA;BOLSA FAMILIA;600
PR;MAMBORE;CADUNICO;300
PR;MAMBORE;CADUNICO;600
PR;MAMBORE;CADUNICO;600
PR;MAMBORE;CADUNICO;300
PR;MAMBORE;CADUNICO;600
PR;MAMBORE;CADUNICO;300
PR;MAMBORE;CADUNICO;600
PR;MAMBORE;CADUNICO;300
PR;MAMBORE;CADUNICO;600
PR;MARINGA;EXTRACAD;600
PR;MARINGA;EXTRACAD;600
PR;MARINGA;EXTRACAD;600
PR;MARINGA;EXTRACAD;600
PR;MARINGA;EXTRACAD;600
PR;MARINGA;EXTRACAD;600
PR;MARINGA;EXTRACAD;300
PR;MARINGA;EXTRACAD;600
PR;MARINGA;EXTRACAD;600
PR;PARANAGUA;BOLSA FAMILIA;798
PR;PARANAVAI;CADUNICO;600
PR;PARANAVAI;CADUNICO;600
PR;PARANAVAI;CADUNICO;600
PR;PARANAVAI;CADUNICO;600
PR;PARANAVAI;CADUNICO;600
PR;PARANAVAI;EXTRACAD;600
PR;PARANAVAI;EXTRACAD;600
PR;PARANAVAI;EXTRACAD;600
PR;PARANAVAI;EXTRACAD;300
PR;PARANAVAI;EXTRACAD;600
PR;PARANAVAI;EXTRACAD;300
PR;PARANAVAI;EXTRACAD;300
PR;PARANAVAI;EXTRACAD;600
PR;PARANAVAI;EXTRACAD;300
PR;QUEDAS DO IGUACU;BOLSA FAMILIA;600
PR;SAO JOSE DOS PINHAIS;CADUNICO;600
PR;SAO JOSE DOS PINHAIS;CADUNICO;600
PR;SAO JOSE DOS PINHAIS;CADUNICO;600
PR;SAO JOSE DOS PINHAIS;CADUNICO;600
PR;SAO MATEUS DO SUL;BOLSA FAMILIA;531
PR;VERA CRUZ DO OESTE;EXTRACAD;300
PR;VERA CRUZ DO OESTE;EXTRACAD;300
PR;VERA CRUZ DO OESTE;EXTRACAD;300
PR;VERA CRUZ DO OESTE;EXTRACAD;300
RJ;ARARUAMA;EXTRACAD;600
RJ;ARMACAO DOS BUZIOS;BOLSA FAMILIA;3000
RJ;ARMACAO DOS BUZIOS;BOLSA FAMILIA;1200
RJ;ARMACAO DOS BUZIOS;EXTRACAD;600
RJ;ARMACAO DOS BUZIOS;EXTRACAD;600
RJ;ARMACAO DOS BUZIOS;EXTRACAD;300
RJ;ARMACAO DOS BUZIOS;EXTRACAD;300
RJ;ARMACAO DOS BUZIOS;EXTRACAD;600
RJ;ARMACAO DOS BUZIOS;EXTRACAD;300
RJ;ARMACAO DOS BUZIOS;EXTRACAD;600
RJ;ARMACAO DOS BUZIOS;EXTRACAD;300
RJ;ARMACAO DOS BUZIOS;EXTRACAD;600
RJ;ARRAIAL DO CABO;EXTRACAD;300
RJ;ARRAIAL DO CABO;EXTRACAD;600
RJ;ARRAIAL DO CABO;EXTRACAD;600
RJ;ARRAIAL DO CABO;EXTRACAD;300
RJ;ARRAIAL DO CABO;EXTRACAD;300
RJ;ARRAIAL DO CABO;EXTRACAD;600
RJ;ARRAIAL DO CABO;EXTRACAD;300
RJ;ARRAIAL DO CABO;EXTRACAD;600
RJ;ARRAIAL DO CABO;EXTRACAD;600
RJ;BARRA DO PIRAI;EXTRACAD;300
RJ;BARRA DO PIRAI;EXTRACAD;300
RJ;BARRA DO PIRAI;EXTRACAD;300
RJ;BARRA DO PIRAI;EXTRACAD;300
RJ;BOM JESUS DO ITABAPOANA;BOLSA FAMILIA;3000
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;BOLSA FAMILIA;1200
RJ;CABO FRIO;EXTRACAD;300
RJ;CABO FRIO;EXTRACAD;300
RJ;CABO FRIO;EXTRACAD;300
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;300
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;EXTRACAD;600
RJ;CABO FRIO;BOLSA FAMILIA;1200
RJ;CAMPOS DOS GOYTACAZES;BOLSA FAMILIA;2400
RJ;MACAE;EXTRACAD;600
RJ;MACAE;EXTRACAD;600
RJ;MACAE;EXTRACAD;600
RJ;MACAE;EXTRACAD;600
RJ;MACAE;EXTRACAD;1200
RJ;MACAE;EXTRACAD;1200
RJ;MAGE;EXTRACAD;600
RJ;NITEROI;EXTRACAD;300
RJ;NITEROI;EXTRACAD;300
RJ;NITEROI;EXTRACAD;300
RJ;NITEROI;EXTRACAD;600
RJ;NITEROI;EXTRACAD;600
RJ;NITEROI;EXTRACAD;600
RJ;NITEROI;BOLSA FAMILIA;1200
RJ;NOVA IGUACU;EXTRACAD;300
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;EXTRACAD;300
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;EXTRACAD;300
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;EXTRACAD;300
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;BOLSA FAMILIA;2015
RJ;NOVA IGUACU;BOLSA FAMILIA;3000
RJ;NOVA IGUACU;BOLSA FAMILIA;1815
RJ;NOVA IGUACU;BOLSA FAMILIA;1200
RJ;NOVA IGUACU;BOLSA FAMILIA;2098
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;EXTRACAD;600
RJ;NOVA IGUACU;EXTRACAD;600
RJ;PETROPOLIS;EXTRACAD;600
RJ;PETROPOLIS;EXTRACAD;1200
RJ;PETROPOLIS;EXTRACAD;300
RJ;PETROPOLIS;EXTRACAD;300
RJ;PETROPOLIS;EXTRACAD;300
RJ;PETROPOLIS;EXTRACAD;600
RJ;PETROPOLIS;EXTRACAD;600
RJ;PETROPOLIS;EXTRACAD;300
RJ;PETROPOLIS;EXTRACAD;600
RJ;PETROPOLIS;EXTRACAD;300
RJ;PETROPOLIS;EXTRACAD;300
RJ;PETROPOLIS;EXTRACAD;300
RJ;RIO DAS OSTRAS;BOLSA FAMILIA;1200
RJ;RIO DAS OSTRAS;BOLSA FAMILIA;600
RJ;RIO DE JANEIRO;CADUNICO;600
RJ;RIO DE JANEIRO;CADUNICO;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;BOLSA FAMILIA;2202
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;300
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;EXTRACAD;600
RJ;RIO DE JANEIRO;BOLSA FAMILIA;3600
RJ;RIO DE JANEIRO;BOLSA FAMILIA;600
RJ;RIO DE JANEIRO;BOLSA FAMILIA;4200
RJ;RIO DE JANEIRO;CADUNICO;600
RJ;RIO DE JANEIRO;CADUNICO;600
RJ;RIO DE JANEIRO;CADUNICO;300
RJ;RIO DE JANEIRO;CADUNICO;600
RJ;RIO DE JANEIRO;CADUNICO;300
RJ;RIO DE JANEIRO;CADUNICO;300
RJ;RIO DE JANEIRO;CADUNICO;300
RJ;RIO DE JANEIRO;CADUNICO;600
RJ;RIO DE JANEIRO;CADUNICO;600
RJ;RIO DE JANEIRO;BOLSA FAMILIA;1098
RJ;SAO FIDELIS;EXTRACAD;600
RJ;SAO FIDELIS;EXTRACAD;600
RJ;SAO GONCALO;EXTRACAD;600
RJ;SAO GONCALO;BOLSA FAMILIA;3000
RJ;SAO GONCALO;BOLSA FAMILIA;1200
RJ;SAO GONCALO;BOLSA FAMILIA;2098
RJ;SAO JOAO DE MERITI;EXTRACAD;600
RJ;SAO JOAO DE MERITI;EXTRACAD;600
RJ;SAO JOAO DE MERITI;EXTRACAD;600
RJ;SAO JOAO DE MERITI;EXTRACAD;600
RJ;SAO JOAO DE MERITI;EXTRACAD;600
RJ;SAO JOAO DE MERITI;EXTRACAD;300
RJ;SAO JOAO DE MERITI;EXTRACAD;300
RJ;SAO JOAO DE MERITI;EXTRACAD;300
RJ;SAO JOAO DE MERITI;EXTRACAD;600
RJ;SAO JOAO DE MERITI;EXTRACAD;300
RJ;SAO PEDRO DA ALDEIA;EXTRACAD;300
RJ;SAO PEDRO DA ALDEIA;EXTRACAD;300
RJ;SAO PEDRO DA ALDEIA;EXTRACAD;300
RJ;SAO PEDRO DA ALDEIA;EXTRACAD;300
RJ;SAQUAREMA;EXTRACAD;600
RJ;SAQUAREMA;EXTRACAD;600
RJ;SAQUAREMA;EXTRACAD;300
RJ;SAQUAREMA;EXTRACAD;300
RJ;SAQUAREMA;EXTRACAD;600
RJ;SAQUAREMA;EXTRACAD;600
RJ;SAQUAREMA;EXTRACAD;600
RJ;SAQUAREMA;EXTRACAD;600
RJ;SAQUAREMA;EXTRACAD;300
RJ;TERESOPOLIS;EXTRACAD;300
RJ;TERESOPOLIS;EXTRACAD;300
RJ;TERESOPOLIS;EXTRACAD;300
RJ;VOLTA REDONDA;EXTRACAD;600
RJ;VOLTA REDONDA;EXTRACAD;600
RJ;VOLTA REDONDA;EXTRACAD;600
RJ;VOLTA REDONDA;EXTRACAD;600
RN;BREJINHO;BOLSA FAMILIA;1200
RN;BREJINHO;BOLSA FAMILIA;2400
RN;CARAUBAS;BOLSA FAMILIA;3000
RN;CEARA-MIRIM;BOLSA FAMILIA;970
RN;EQUADOR;CADUNICO;600
RN;EQUADOR;CADUNICO;1200
RN;EQUADOR;CADUNICO;1200
RN;EQUADOR;CADUNICO;1200
RN;EQUADOR;CADUNICO;600
RN;EQUADOR;CADUNICO;600
RN;EQUADOR;CADUNICO;1200
RN;EQUADOR;CADUNICO;1200
RN;EQUADOR;CADUNICO;600
RN;GOIANINHA;BOLSA FAMILIA;6000
RN;GOIANINHA;BOLSA FAMILIA;2400
RN;MARTINS;CADUNICO;600
RN;MOSSORO;EXTRACAD;300
RN;MOSSORO;EXTRACAD;300
RN;MOSSORO;EXTRACAD;300
RN;MOSSORO;EXTRACAD;300
RN;MOSSORO;BOLSA FAMILIA;2251
RN;MOSSORO;EXTRACAD;300
RN;MOSSORO;EXTRACAD;300
RN;MOSSORO;EXTRACAD;300
RN;MOSSORO;EXTRACAD;300
RN;NATAL;CADUNICO;300
RN;NATAL;CADUNICO;300
RN;NATAL;CADUNICO;300
RN;NATAL;CADUNICO;300
RN;NATAL;CADUNICO;300
RN;NATAL;CADUNICO;600
RN;NATAL;CADUNICO;600
RN;NATAL;CADUNICO;300
RN;NATAL;CADUNICO;600
RN;NATAL;CADUNICO;300
RN;NATAL;CADUNICO;600
RN;NATAL;CADUNICO;600
RN;NATAL;CADUNICO;300
RN;NATAL;BOLSA FAMILIA;1200
RN;RIO DO FOGO;BOLSA FAMILIA;2400
RN;RIO DO FOGO;BOLSA FAMILIA;1200
RN;SANTA CRUZ;EXTRACAD;300
RN;SANTA CRUZ;EXTRACAD;300
RN;SANTA CRUZ;EXTRACAD;300
RN;SANTA CRUZ;EXTRACAD;300
RN;SAO GONCALO DO AMARANTE;EXTRACAD;600
RN;SAO GONCALO DO AMARANTE;EXTRACAD;600
RN;SAO GONCALO DO AMARANTE;EXTRACAD;300
RN;SAO GONCALO DO AMARANTE;EXTRACAD;300
RN;SAO GONCALO DO AMARANTE;EXTRACAD;300
RN;SAO GONCALO DO AMARANTE;EXTRACAD;300
RN;SAO GONCALO DO AMARANTE;EXTRACAD;600
