TEMPO_ESTUDO;RENDA;UF;GENERO;IDADE;ALTURA;faixa idade;Região
9;735;PR;M;58;1,68;adulto;Sul
12;1600;SP;F;65;1,68;idoso;Sudeste
7;2000;RO;M;55;1,68;adulto;Norte
2;500;PA;M;67;1,68;idoso;Norte
2;788;MG;M;49;1,68;adulto;Sudeste
7;1860;RS;M;52;1,68;adulto;Sul
12;1000;RN;M;48;1,68;adulto;Nordeste
16;3500;MG;F;29;1,68;Jovem adulto;Sudeste
16;1000;RR;F;25;1,68;Jovem adulto;Norte
12;1600;MS;M;33;1,68;Jovem adulto;Centro-Oeste
12;1576;MG;M;35;1,68;Jovem adulto;Sudeste
16;2500;ES;F;33;1,68;Jovem adulto;Sudeste
16;10000;SP;M;46;1,68;adulto;Sudeste
1;788;ES;F;50;1,68;adulto;Sudeste
12;2400;SC;M;48;1,68;adulto;Sul
16;8900;RS;M;36;1,68;Jovem adulto;Sul
9;2500;SP;M;46;1,68;adulto;Sudeste
15;2300;SP;F;52;1,68;adulto;Sudeste
3;400;RN;F;57;1,68;adulto;Nordeste
1;2000;PR;M;41;1,68;Jovem adulto;Sul
12;9000;SP;M;43;1,68;Jovem adulto;Sudeste
9;900;RJ;F;45;1,68;adulto;Sudeste
15;900;RS;F;20;1,68;Jovem adulto;Sul
10;3500;SP;M;33;1,68;Jovem adulto;Sudeste
9;3000;MT;M;58;1,68;adulto;Centro-Oeste
9;830;PB;M;21;1,68;Jovem adulto;Nordeste
1;120;BA;F;54;1,68;adulto;Nordeste
12;1000;DF;M;44;1,68;Jovem adulto;Centro-Oeste
13;1100;DF;M;20;1,68;Jovem adulto;Centro-Oeste
16;5500;ES;M;40;1,68;Jovem adulto;Sudeste
1;160;MA;M;42;1,68;Jovem adulto;Nordeste
9;1700;RO;M;52;1,68;adulto;Norte
12;4000;MS;M;47;1,68;adulto;Centro-Oeste
16;10000;RJ;M;67;1,68;idoso;Sudeste
16;300;CE;F;44;1,68;Jovem adulto;Nordeste
13;2000;SC;M;43;1,68;Jovem adulto;Sul
1;650;AP;M;38;1,68;Jovem adulto;Norte
5;400;RS;M;50;1,68;adulto;Sul
5;500;MG;M;39;1,68;Jovem adulto;Sudeste
6;2500;RO;M;57;1,68;adulto;Norte
8;1000;BA;M;47;1,68;adulto;Nordeste
9;1900;RS;M;32;1,68;Jovem adulto;Sul
12;700;AP;M;22;1,68;Jovem adulto;Norte
12;3000;AP;M;65;1,68;idoso;Norte
9;1800;RS;M;39;1,68;Jovem adulto;Sul
13;1200;RJ;M;63;1,68;adulto;Sudeste
12;400;GO;M;33;1,68;Jovem adulto;Centro-Oeste
4;788;BA;M;43;1,68;Jovem adulto;Nordeste
13;4000;MT;M;47;1,68;adulto;Centro-Oeste
16;1576;GO;F;37;1,68;Jovem adulto;Centro-Oeste
6;1700;RS;M;55;1,68;adulto;Sul
12;2200;MS;M;60;1,68;adulto;Centro-Oeste
14;3800;SP;M;46;1,68;adulto;Sudeste
12;1000;SP;F;30;1,68;Jovem adulto;Sudeste
16;788;BA;F;39;1,68;Jovem adulto;Nordeste
12;1000;RO;M;22;1,68;Jovem adulto;Norte
6;788;SE;M;34;1,68;Jovem adulto;Nordeste
13;8000;SP;M;37;1,68;Jovem adulto;Sudeste
6;280;BA;F;38;1,68;Jovem adulto;Nordeste
9;3800;RS;M;43;1,68;Jovem adulto;Sul
11;2700;DF;F;55;1,68;adulto;Centro-Oeste
4;2500;RN;M;52;1,68;adulto;Nordeste
8;300;CE;M;27;1,68;Jovem adulto;Nordeste
9;80;BA;M;26;1,68;Jovem adulto;Nordeste
11;300;CE;F;32;1,68;Jovem adulto;Nordeste
15;1200;PE;F;25;1,68;Jovem adulto;Nordeste
16;7880;BA;F;42;1,68;Jovem adulto;Nordeste
12;100;PA;F;35;1,68;Jovem adulto;Norte
5;600;MG;M;41;1,68;Jovem adulto;Sudeste
12;1200;RJ;M;37;1,68;Jovem adulto;Sudeste
6;900;RO;F;38;1,68;Jovem adulto;Norte
16;5000;MS;M;40;1,68;Jovem adulto;Centro-Oeste
16;4200;SP;F;33;1,68;Jovem adulto;Sudeste
9;1249;CE;M;54;1,68;adulto;Nordeste
12;3500;GO;M;28;1,68;Jovem adulto;Centro-Oeste
16;5000;RR;M;64;1,68;adulto;Norte
11;900;PA;M;45;1,68;adulto;Norte
16;1250;RS;M;46;1,68;adulto;Sul
5;128;PI;M;45;1,68;adulto;Nordeste
12;4000;GO;M;48;1,68;adulto;Centro-Oeste
8;788;AP;M;30;1,68;Jovem adulto;Norte
16;4000;PR;M;43;1,68;Jovem adulto;Sul
16;30000;DF;M;45;1,68;adulto;Centro-Oeste
12;788;SP;F;38;1,68;Jovem adulto;Sudeste
16;5500;SP;M;40;1,68;Jovem adulto;Sudeste
9;2000;BA;F;36;1,68;Jovem adulto;Nordeste
12;500;GO;F;46;1,68;adulto;Centro-Oeste
5;800;BA;M;33;1,68;Jovem adulto;Nordeste
12;1200;PA;F;43;1,68;Jovem adulto;Norte
9;1500;AP;M;44;1,68;Jovem adulto;Norte
12;4000;GO;M;37;1,68;Jovem adulto;Centro-Oeste
10;788;TO;M;32;1,68;Jovem adulto;Norte
6;1790;SP;M;35;1,68;Jovem adulto;Sudeste
2;1000;TO;M;49;1,68;adulto;Norte
16;40000;RJ;M;61;1,68;adulto;Sudeste
12;900;SE;M;30;1,68;Jovem adulto;Nordeste
9;1400;BA;M;33;1,68;Jovem adulto;Nordeste
16;4000;MG;M;52;1,68;adulto;Sudeste
9;1200;MG;M;37;1,68;Jovem adulto;Sudeste
9;2000;RS;M;55;1,68;adulto;Sul
12;950;MT;M;41;1,68;Jovem adulto;Centro-Oeste
5;788;MG;M;52;1,68;adulto;Sudeste
12;1700;RJ;M;20;1,68;Jovem adulto;Sudeste
8;2100;SP;M;64;1,68;adulto;Sudeste
16;1000;SC;M;52;1,68;adulto;Sul
12;400;RJ;F;37;1,68;Jovem adulto;Sudeste
11;3000;PA;M;33;1,68;Jovem adulto;Norte
8;1350;SE;M;30;1,68;Jovem adulto;Nordeste
16;5000;TO;M;46;1,68;adulto;Norte
12;895;MG;F;45;1,68;adulto;Sudeste
8;900;RS;M;54;1,68;adulto;Sul
16;3200;RJ;M;40;1,68;Jovem adulto;Sudeste
11;788;BA;F;25;1,68;Jovem adulto;Nordeste
12;788;AL;M;30;1,68;Jovem adulto;Nordeste
12;2800;RS;M;36;1,68;Jovem adulto;Sul
16;6500;RS;M;41;1,68;Jovem adulto;Sul
8;1000;PR;F;27;1,68;Jovem adulto;Sul
12;3200;MG;M;30;1,68;Jovem adulto;Sudeste
14;2200;PR;M;30;1,68;Jovem adulto;Sul
4;1000;AL;M;52;1,68;adulto;Nordeste
17;1000;MG;F;53;1,68;adulto;Sudeste
9;800;RJ;M;57;1,68;adulto;Sudeste
16;4000;RJ;M;50;1,68;adulto;Sudeste
14;3000;SP;M;34;1,68;Jovem adulto;Sudeste
13;788;PE;F;50;1,68;adulto;Nordeste
12;788;AP;F;36;1,68;Jovem adulto;Norte
12;915;MS;F;42;1,68;Jovem adulto;Centro-Oeste
12;700;RR;M;34;1,68;Jovem adulto;Norte
7;1000;RJ;M;59;1,68;adulto;Sudeste
12;1500;RS;M;38;1,68;Jovem adulto;Sul
16;3500;RS;F;63;1,68;adulto;Sul
8;2600;MT;M;27;1,68;Jovem adulto;Centro-Oeste
9;1000;BA;M;43;1,68;Jovem adulto;Nordeste
6;1500;SP;M;35;1,68;Jovem adulto;Sudeste
6;900;BA;F;40;1,68;Jovem adulto;Nordeste
12;3000;DF;F;35;1,68;Jovem adulto;Centro-Oeste
12;1000;SP;M;31;1,68;Jovem adulto;Sudeste
9;788;SP;F;43;1,68;Jovem adulto;Sudeste
15;3300;MG;M;32;1,68;Jovem adulto;Sudeste
16;4500;RO;F;49;1,68;adulto;Norte
12;2300;RJ;M;42;1,68;Jovem adulto;Sudeste
16;4500;RN;F;54;1,68;adulto;Nordeste
16;788;RN;M;66;1,68;idoso;Nordeste
1;35;BA;M;55;1,68;adulto;Nordeste
16;4728;SP;M;32;1,68;Jovem adulto;Sudeste
16;2000;SP;M;43;1,68;Jovem adulto;Sudeste
9;2000;PR;M;37;1,68;Jovem adulto;Sul
16;788;PA;M;37;1,68;Jovem adulto;Norte
12;3000;AP;F;40;1,68;Jovem adulto;Norte
7;700;CE;M;48;1,68;adulto;Nordeste
4;1000;BA;M;37;1,68;Jovem adulto;Nordeste
16;4500;PA;M;56;1,68;adulto;Norte
1;370;PR;M;64;1,68;adulto;Sul
12;1190;MS;M;28;1,68;Jovem adulto;Centro-Oeste
12;750;RO;F;32;1,68;Jovem adulto;Norte
8;1800;GO;M;19;1,68;Jovem adulto;Centro-Oeste
16;6000;BA;M;44;1,68;Jovem adulto;Nordeste
8;600;SE;F;28;1,68;Jovem adulto;Nordeste
12;1750;MS;F;30;1,68;Jovem adulto;Centro-Oeste
12;200;PI;M;37;1,68;Jovem adulto;Nordeste
16;7300;RJ;M;33;1,68;Jovem adulto;Sudeste
10;2000;AP;M;38;1,68;Jovem adulto;Norte
12;1300;BA;M;34;1,68;Jovem adulto;Nordeste
9;3000;PI;M;30;1,68;Jovem adulto;Nordeste
9;3000;SP;M;47;1,68;adulto;Sudeste
16;1400;RJ;M;26;1,68;Jovem adulto;Sudeste
8;788;PE;M;43;1,68;Jovem adulto;Nordeste
16;7000;PA;F;58;1,68;adulto;Norte
1;788;MT;M;24;1,68;Jovem adulto;Centro-Oeste
4;1500;BA;M;43;1,68;Jovem adulto;Nordeste
11;2000;DF;M;22;1,68;Jovem adulto;Centro-Oeste
12;788;RJ;M;50;1,68;adulto;Sudeste
8;1200;PR;M;44;1,68;Jovem adulto;Sul
9;788;RJ;F;32;1,68;Jovem adulto;Sudeste
15;1200;GO;M;25;1,68;Jovem adulto;Centro-Oeste
5;250;RJ;F;37;1,68;Jovem adulto;Sudeste
8;450;AP;M;37;1,68;Jovem adulto;Norte
9;2000;RS;M;23;1,68;Jovem adulto;Sul
9;715;DF;F;29;1,68;Jovem adulto;Centro-Oeste
1;788;AC;M;35;1,68;Jovem adulto;Norte
9;1300;RR;F;40;1,68;Jovem adulto;Norte
9;2000;GO;M;37;1,68;Jovem adulto;Centro-Oeste
5;1000;SC;M;34;1,68;Jovem adulto;Sul
12;2500;PA;M;28;1,68;Jovem adulto;Norte
5;300;MG;M;76;1,68;idoso;Sudeste
9;700;CE;M;50;1,68;adulto;Nordeste
13;1800;SC;F;25;1,68;Jovem adulto;Sul
9;4000;RS;M;42;1,68;Jovem adulto;Sul
4;900;RS;M;69;1,68;idoso;Sul
12;2100;MG;F;53;1,68;adulto;Sudeste
16;3500;PR;F;34;1,68;Jovem adulto;Sul
12;1000;PE;F;59;1,68;adulto;Nordeste
12;950;ES;M;37;1,68;Jovem adulto;Sudeste
12;788;SE;M;44;1,68;Jovem adulto;Nordeste
5;700;MT;M;55;1,68;adulto;Centro-Oeste
16;1500;AP;M;40;1,68;Jovem adulto;Norte
9;788;RR;M;56;1,68;adulto;Norte
16;25000;PR;M;50;1,68;adulto;Sul
15;4500;SP;M;27;1,68;Jovem adulto;Sudeste
2;1600;PR;M;42;1,68;Jovem adulto;Sul
9;2300;RJ;M;51;1,68;adulto;Sudeste
11;3000;RS;M;38;1,68;Jovem adulto;Sul
2;300;SP;F;59;1,68;adulto;Sudeste
7;788;BA;F;31;1,68;Jovem adulto;Nordeste
12;1577;GO;M;33;1,68;Jovem adulto;Centro-Oeste
12;788;MA;M;42;1,68;Jovem adulto;Nordeste
16;13000;RJ;F;42;1,69;Jovem adulto;Sudeste
10;350;AP;M;35;1,69;Jovem adulto;Norte
11;1000;PE;F;43;1,69;Jovem adulto;Nordeste
8;1000;PE;M;45;1,69;adulto;Nordeste
8;1200;MG;M;38;1,69;Jovem adulto;Sudeste
13;1500;SP;M;47;1,69;adulto;Sudeste
9;788;PA;F;42;1,69;Jovem adulto;Norte
12;900;DF;F;27;1,69;Jovem adulto;Centro-Oeste
16;3000;RS;M;49;1,69;adulto;Sul
5;700;SP;M;42;1,69;Jovem adulto;Sudeste
12;1600;PR;M;29;1,69;Jovem adulto;Sul
12;788;PA;M;21;1,69;Jovem adulto;Norte
10;2000;GO;M;32;1,69;Jovem adulto;Centro-Oeste
12;3000;SP;F;51;1,69;adulto;Sudeste
16;9800;SP;M;35;1,69;Jovem adulto;Sudeste
7;830;CE;M;35;1,69;Jovem adulto;Nordeste
12;10000;MS;M;53;1,69;adulto;Centro-Oeste
9;788;RJ;F;50;1,69;adulto;Sudeste
9;800;ES;M;18;1,69;Jovem adulto;Sudeste
9;850;RO;M;37;1,69;Jovem adulto;Norte
15;8000;SP;M;53;1,69;adulto;Sudeste
16;2900;SE;M;58;1,69;adulto;Nordeste
9;1180;PE;M;49;1,69;adulto;Nordeste
9;788;MT;F;62;1,69;adulto;Centro-Oeste
12;1500;ES;M;39;1,69;Jovem adulto;Sudeste
6;1000;BA;M;38;1,69;Jovem adulto;Nordeste
9;788;MT;F;56;1,69;adulto;Centro-Oeste
1;1000;GO;M;44;1,69;Jovem adulto;Centro-Oeste
1;788;PE;M;60;1,69;adulto;Nordeste
12;5000;PR;M;59;1,69;adulto;Sul
4;1000;PA;M;51;1,69;adulto;Norte
1;300;TO;M;55;1,69;adulto;Norte
9;1500;MG;M;44;1,69;Jovem adulto;Sudeste
4;150;AP;M;28;1,69;Jovem adulto;Norte
14;2300;RS;M;33;1,69;Jovem adulto;Sul
1;788;RS;M;50;1,69;adulto;Sul
12;850;PA;M;35;1,69;Jovem adulto;Norte
1;1200;PE;M;39;1,69;Jovem adulto;Nordeste
10;788;PE;F;40;1,69;Jovem adulto;Nordeste
16;5800;RJ;F;35;1,69;Jovem adulto;Sudeste
16;9000;BA;M;48;1,69;adulto;Nordeste
12;1600;PE;M;45;1,69;adulto;Nordeste
1;1400;MT;M;42;1,69;Jovem adulto;Centro-Oeste
12;1500;GO;F;55;1,69;adulto;Centro-Oeste
12;1400;RS;M;22;1,69;Jovem adulto;Sul
16;5000;AL;M;52;1,69;adulto;Nordeste
16;8000;SP;M;39;1,69;Jovem adulto;Sudeste
16;2300;GO;F;38;1,69;Jovem adulto;Centro-Oeste
12;2000;MT;M;39;1,69;Jovem adulto;Centro-Oeste
12;1200;SP;F;29;1,69;Jovem adulto;Sudeste
16;6000;GO;M;47;1,69;adulto;Centro-Oeste
12;1000;PE;F;38;1,69;Jovem adulto;Nordeste
8;1200;SP;M;44;1,69;Jovem adulto;Sudeste
1;1500;RS;M;53;1,69;adulto;Sul
9;860;RS;M;37;1,69;Jovem adulto;Sul
16;2000;RJ;F;36;1,69;Jovem adulto;Sudeste
12;2300;RS;F;44;1,69;Jovem adulto;Sul
12;915;PR;M;44;1,69;Jovem adulto;Sul
9;60;PE;F;28;1,69;Jovem adulto;Nordeste
16;1200;MS;F;37;1,69;Jovem adulto;Centro-Oeste
12;1100;SP;M;60;1,69;adulto;Sudeste
12;2500;TO;M;32;1,69;Jovem adulto;Norte
12;1500;MG;M;55;1,69;adulto;Sudeste
14;3500;AP;M;48;1,69;adulto;Norte
16;7000;MT;M;45;1,69;adulto;Centro-Oeste
5;2000;PR;M;49;1,69;adulto;Sul
16;1000;GO;M;45;1,69;adulto;Centro-Oeste
6;900;PE;M;54;1,69;adulto;Nordeste
16;2800;MG;M;36;1,69;Jovem adulto;Sudeste
12;3000;SP;M;48;1,69;adulto;Sudeste
6;788;PR;F;65;1,69;idoso;Sul
2;400;AL;M;38;1,69;Jovem adulto;Nordeste
16;15000;DF;M;42;1,69;Jovem adulto;Centro-Oeste
8;600;PE;M;34;1,69;Jovem adulto;Nordeste
9;2000;RJ;F;46;1,69;adulto;Sudeste
8;800;SP;M;47;1,69;adulto;Sudeste
9;1800;PA;F;33;1,69;Jovem adulto;Norte
6;800;CE;M;44;1,69;Jovem adulto;Nordeste
12;788;PE;M;49;1,69;adulto;Nordeste
2;210;MA;M;51;1,69;adulto;Nordeste
16;2400;MT;F;51;1,69;adulto;Centro-Oeste
9;1400;PA;M;30;1,69;Jovem adulto;Norte
12;8000;PB;M;40;1,69;Jovem adulto;Nordeste
9;400;SP;F;40;1,69;Jovem adulto;Sudeste
5;600;AP;M;44;1,69;Jovem adulto;Norte
10;2500;GO;M;29;1,69;Jovem adulto;Centro-Oeste
13;1500;RS;F;35;1,69;Jovem adulto;Sul
1;600;GO;M;73;1,69;idoso;Centro-Oeste
9;200;CE;M;41;1,69;Jovem adulto;Nordeste
12;3000;AP;M;71;1,69;idoso;Norte
9;2000;DF;M;48;1,69;adulto;Centro-Oeste
9;1400;RJ;M;45;1,69;adulto;Sudeste
16;4000;SP;M;62;1,69;adulto;Sudeste
16;6000;BA;M;34;1,69;Jovem adulto;Nordeste
12;2250;MA;M;32;1,69;Jovem adulto;Nordeste
12;1200;SP;F;36;1,69;Jovem adulto;Sudeste
12;3100;GO;M;56;1,69;adulto;Centro-Oeste
1;788;AP;M;55;1,69;adulto;Norte
16;3000;MG;F;49;1,69;adulto;Sudeste
12;5000;GO;M;46;1,69;adulto;Centro-Oeste
11;788;BA;M;28;1,69;Jovem adulto;Nordeste
10;550;MG;M;49;1,69;adulto;Sudeste
5;1200;PA;M;66;1,69;idoso;Norte
4;350;CE;M;35;1,69;Jovem adulto;Nordeste
9;500;MG;M;34;1,69;Jovem adulto;Sudeste
7;1100;SP;M;45;1,69;adulto;Sudeste
2;84;PI;M;41;1,69;Jovem adulto;Nordeste
14;5100;RS;F;33;1,69;Jovem adulto;Sul
12;700;MS;F;48;1,69;adulto;Centro-Oeste
12;4000;PE;M;55;1,69;adulto;Nordeste
1;200;PE;F;58;1,69;adulto;Nordeste
1;800;AC;F;32;1,69;Jovem adulto;Norte
12;1200;TO;M;51;1,69;adulto;Norte
9;800;PA;M;43;1,69;Jovem adulto;Norte
12;1365;MG;M;58;1,69;adulto;Sudeste
5;1000;PI;M;57;1,69;adulto;Nordeste
12;1800;BA;M;38;1,69;Jovem adulto;Nordeste
7;788;PI;F;40;1,69;Jovem adulto;Nordeste
8;2200;SP;M;51;1,69;adulto;Sudeste
12;2000;SP;M;38;1,69;Jovem adulto;Sudeste
16;10000;MG;M;70;1,69;idoso;Sudeste
16;10000;PB;F;60;1,69;adulto;Nordeste
8;950;GO;M;34;1,69;Jovem adulto;Centro-Oeste
12;4500;PR;M;58;1,69;adulto;Sul
9;600;GO;F;64;1,69;adulto;Centro-Oeste
7;788;CE;M;37;1,69;Jovem adulto;Nordeste
16;1800;RS;F;47;1,69;adulto;Sul
15;2000;RS;M;44;1,69;Jovem adulto;Sul
16;5000;GO;M;63;1,69;adulto;Centro-Oeste
6;800;BA;F;52;1,69;adulto;Nordeste
16;3500;AP;M;31;1,69;Jovem adulto;Norte
4;1700;PR;M;57;1,69;adulto;Sul
12;800;SE;F;41;1,69;Jovem adulto;Nordeste
8;788;PB;F;47;1,69;adulto;Nordeste
10;780;MS;M;25;1,69;Jovem adulto;Centro-Oeste
16;6000;PB;M;44;1,69;Jovem adulto;Nordeste
6;1800;SP;M;42;1,69;Jovem adulto;Sudeste
14;1600;MT;M;43;1,69;Jovem adulto;Centro-Oeste
1;1600;BA;M;54;1,69;adulto;Nordeste
7;2000;SP;M;46;1,69;adulto;Sudeste
4;500;ES;F;48;1,69;adulto;Sudeste
5;300;BA;M;55;1,69;adulto;Nordeste
12;2600;MG;M;24;1,69;Jovem adulto;Sudeste
9;1200;SP;M;53;1,69;adulto;Sudeste
16;3000;RJ;M;46;1,69;adulto;Sudeste
12;1576;MG;M;37;1,69;Jovem adulto;Sudeste
10;900;BA;M;33;1,69;Jovem adulto;Nordeste
16;2000;PR;M;38;1,69;Jovem adulto;Sul
9;788;GO;M;61;1,69;adulto;Centro-Oeste
11;2500;PR;M;47;1,69;adulto;Sul
5;788;RN;M;23;1,69;Jovem adulto;Nordeste
16;3200;PR;M;40;1,69;Jovem adulto;Sul
12;1050;RS;M;22;1,69;Jovem adulto;Sul
12;500;GO;F;37;1,69;Jovem adulto;Centro-Oeste
12;450;TO;F;35;1,69;Jovem adulto;Norte
1;1500;RS;M;44;1,69;Jovem adulto;Sul
4;800;PA;M;20;1,69;Jovem adulto;Norte
12;1800;SC;F;50;1,69;adulto;Sul
12;3000;RJ;M;35;1,69;Jovem adulto;Sudeste
10;350;GO;M;22;1,69;Jovem adulto;Centro-Oeste
8;1200;RJ;M;34;1,69;Jovem adulto;Sudeste
14;1570;GO;F;24;1,69;Jovem adulto;Centro-Oeste
12;50;PR;F;24;1,69;Jovem adulto;Sul
4;1300;PA;M;50;1,69;adulto;Norte
3;788;CE;F;50;1,69;adulto;Nordeste
12;2000;RS;F;33;1,69;Jovem adulto;Sul
5;1180;MG;F;40;1,69;Jovem adulto;Sudeste
12;3000;RS;M;38;1,69;Jovem adulto;Sul
8;250;RS;F;64;1,69;adulto;Sul
9;2000;ES;M;43;1,69;Jovem adulto;Sudeste
11;1500;DF;F;45;1,69;adulto;Centro-Oeste
8;788;AL;F;41;1,69;Jovem adulto;Nordeste
12;1000;SP;F;26;1,69;Jovem adulto;Sudeste
4;1700;MS;M;43;1,69;Jovem adulto;Centro-Oeste
9;1200;AL;M;22;1,69;Jovem adulto;Nordeste
1;1400;SP;M;48;1,69;adulto;Sudeste
12;900;MG;F;34;1,69;Jovem adulto;Sudeste
9;1000;PA;F;43;1,69;Jovem adulto;Norte
16;5700;MS;M;39;1,69;Jovem adulto;Centro-Oeste
5;6000;SC;M;42;1,69;Jovem adulto;Sul
6;2100;GO;M;46;1,69;adulto;Centro-Oeste
12;2400;SP;M;41;1,69;Jovem adulto;Sudeste
11;200;BA;M;24;1,69;Jovem adulto;Nordeste
12;3500;MG;M;65;1,69;idoso;Sudeste
12;1200;MG;M;48;1,69;adulto;Sudeste
16;2500;SC;F;31;1,69;Jovem adulto;Sul
12;1900;PE;M;32;1,69;Jovem adulto;Nordeste
12;850;RN;F;40;1,69;Jovem adulto;Nordeste
6;400;RS;F;45;1,69;adulto;Sul
13;1200;RS;F;49;1,69;adulto;Sul
12;1900;ES;F;45;1,69;adulto;Sudeste
16;20000;SP;F;34;1,69;Jovem adulto;Sudeste
1;920;RO;M;30;1,69;Jovem adulto;Norte
12;1800;RJ;M;54;1,69;adulto;Sudeste
5;788;ES;M;58;1,69;adulto;Sudeste
5;788;CE;M;60;1,69;adulto;Nordeste
5;788;RS;M;53;1,69;adulto;Sul
12;2000;DF;F;45;1,69;adulto;Centro-Oeste
5;800;MG;M;55;1,69;adulto;Sudeste
12;788;BA;F;38;1,69;Jovem adulto;Nordeste
5;400;AL;F;37;1,69;Jovem adulto;Nordeste
8;2200;MG;M;29;1,69;Jovem adulto;Sudeste
12;1200;RJ;F;61;1,69;adulto;Sudeste
16;1500;PE;F;46;1,69;adulto;Nordeste
12;788;DF;F;43;1,69;Jovem adulto;Centro-Oeste
16;1200;PR;F;45;1,69;adulto;Sul
10;400;RR;F;55;1,69;adulto;Norte
16;5000;SP;M;55;1,69;adulto;Sudeste
5;400;SP;F;75;1,69;idoso;Sudeste
12;1100;RJ;M;25;1,69;Jovem adulto;Sudeste
16;4000;PR;F;48;1,69;adulto;Sul
16;5040;DF;F;25;1,69;Jovem adulto;Centro-Oeste
9;300;CE;M;28;1,69;Jovem adulto;Nordeste
5;3000;PA;M;59;1,69;adulto;Norte
6;1576;GO;M;34;1,69;Jovem adulto;Centro-Oeste
16;6500;DF;F;32;1,69;Jovem adulto;Centro-Oeste
12;1098;SP;F;24;1,69;Jovem adulto;Sudeste
12;788;RO;F;44;1,69;Jovem adulto;Norte
12;788;AP;F;45;1,69;adulto;Norte
4;1300;AL;M;39;1,69;Jovem adulto;Nordeste
11;780;AP;F;41;1,69;Jovem adulto;Norte
12;2000;MG;M;36;1,69;Jovem adulto;Sudeste
3;788;MG;M;29;1,69;Jovem adulto;Sudeste
8;1000;SP;M;22;1,69;Jovem adulto;Sudeste
15;4300;MT;M;42;1,69;Jovem adulto;Centro-Oeste
16;1200;RJ;F;43;1,69;Jovem adulto;Sudeste
1;600;BA;M;38;1,69;Jovem adulto;Nordeste
9;1083;PA;M;51;1,69;adulto;Norte
12;3000;SP;M;35;1,69;Jovem adulto;Sudeste
5;1200;RJ;M;59;1,69;adulto;Sudeste
15;1200;DF;F;51;1,69;adulto;Centro-Oeste
11;1500;BA;M;51;1,69;adulto;Nordeste
10;1200;RS;M;24;1,69;Jovem adulto;Sul
12;800;PI;M;69;1,69;idoso;Nordeste
10;565;RS;F;33;1,69;Jovem adulto;Sul
16;10000;MS;F;45;1,69;adulto;Centro-Oeste
7;950;PR;M;18;1,69;Jovem adulto;Sul
6;870;RS;M;57;1,69;adulto;Sul
12;2000;SP;M;41;1,69;Jovem adulto;Sudeste
12;950;BA;F;38;1,69;Jovem adulto;Nordeste
16;6000;SP;M;42;1,69;Jovem adulto;Sudeste
16;7000;PR;M;56;1,69;adulto;Sul
8;1800;MG;M;45;1,69;adulto;Sudeste
5;871;CE;M;34;1,69;Jovem adulto;Nordeste
4;600;PA;M;55;1,69;adulto;Norte
16;8000;MS;M;36;1,69;Jovem adulto;Centro-Oeste
6;300;MT;F;60;1,69;adulto;Centro-Oeste
12;3100;AC;M;28;1,69;Jovem adulto;Norte
9;1300;MG;M;21;1,69;Jovem adulto;Sudeste
3;2500;TO;M;45;1,69;adulto;Norte
5;1200;BA;F;55;1,69;adulto;Nordeste
16;10000;PA;M;36;1,69;Jovem adulto;Norte
14;12000;SP;F;42;1,69;Jovem adulto;Sudeste
12;2000;TO;M;48;1,69;adulto;Norte
16;3000;SP;F;34;1,69;Jovem adulto;Sudeste
3;1200;SP;M;51;1,69;adulto;Sudeste
9;1100;PR;F;30;1,69;Jovem adulto;Sul
4;1300;RS;M;53;1,69;adulto;Sul
5;2400;GO;M;40;1,69;Jovem adulto;Centro-Oeste
9;1100;RJ;M;64;1,69;adulto;Sudeste
12;1600;BA;M;34;1,69;Jovem adulto;Nordeste
16;788;PA;F;57;1,69;adulto;Norte
8;150;MG;F;39;1,69;Jovem adulto;Sudeste
12;788;GO;M;36;1,69;Jovem adulto;Centro-Oeste
9;788;GO;F;39;1,69;Jovem adulto;Centro-Oeste
16;1000;CE;M;50;1,69;adulto;Nordeste
15;4000;RS;F;54;1,69;adulto;Sul
16;6000;DF;M;46;1,69;adulto;Centro-Oeste
16;6500;SP;M;56;1,69;adulto;Sudeste
12;1200;SP;F;54;1,69;adulto;Sudeste
12;2800;PA;M;52;1,69;adulto;Norte
6;1039;MG;F;49;1,69;adulto;Sudeste
9;1297;SC;F;32;1,69;Jovem adulto;Sul
12;2000;PE;M;47;1,69;adulto;Nordeste
12;1600;RO;M;28;1,69;Jovem adulto;Norte
6;4000;SP;M;44;1,69;Jovem adulto;Sudeste
5;1500;SP;F;61;1,69;adulto;Sudeste
12;2500;PR;M;26;1,69;Jovem adulto;Sul
12;800;PR;M;29;1,69;Jovem adulto;Sul
1;300;PR;F;56;1,69;adulto;Sul
16;2300;AC;M;47;1,69;adulto;Norte
12;350;CE;M;33;1,69;Jovem adulto;Nordeste
8;1450;SP;M;39;1,69;Jovem adulto;Sudeste
4;788;PE;F;51;1,69;adulto;Nordeste
16;9000;RO;M;50;1,69;adulto;Norte
4;300;PA;M;55;1,69;adulto;Norte
9;1224;RJ;M;39;1,69;Jovem adulto;Sudeste
12;972;CE;M;31;1,69;Jovem adulto;Nordeste
13;300;PR;F;50;1,69;adulto;Sul
9;788;MT;M;26;1,69;Jovem adulto;Centro-Oeste
16;7000;SP;M;43;1,69;Jovem adulto;Sudeste
1;1000;RR;M;43;1,69;Jovem adulto;Norte
16;2150;SP;F;31;1,69;Jovem adulto;Sudeste
1;200;AL;M;41;1,69;Jovem adulto;Nordeste
