Estudo,Renda,UF,Genero,Idade,Altura
9,100.0,PA,F,65,1.76
12,900.0,RO,F,31,1.76
1,350.0,SE,M,36,1.76
6,1500.0,RS,M,58,1.76
7,800.0,BA,M,51,1.76
11,700.0,CE,M,41,1.76
12,1100.0,MG,F,36,1.76
12,1200.0,AC,M,30,1.76
7,2000.0,PR,M,49,1.76
12,900.0,MG,F,20,1.76
8,1600.0,BA,M,44,1.76
3,1500.0,MT,M,52,1.76
9,1276.0,PR,M,49,1.76
6,1100.0,GO,M,18,1.76
1,1500.0,AL,M,55,1.76
16,1500.0,PR,M,50,1.76
3,1200.0,GO,M,58,1.76
13,788.0,AC,F,47,1.76
16,1600.0,RR,M,36,1.76
5,800.0,MG,M,48,1.76
16,1300.0,SP,F,47,1.76
5,600.0,RO,M,40,1.76
12,3000.0,SP,M,50,1.76
8,1600.0,SP,M,40,1.76
12,1500.0,CE,M,47,1.76
7,800.0,MG,F,62,1.76
4,500.0,AP,M,43,1.76
3,1400.0,RS,M,44,1.76
12,788.0,PE,M,24,1.76
16,6000.0,SP,F,41,1.76
5,300.0,PE,M,55,1.76
8,4000.0,MS,F,49,1.76
9,1200.0,ES,M,40,1.76
9,1600.0,ES,M,56,1.76
1,788.0,AC,M,75,1.76
4,650.0,MS,F,37,1.76
12,2500.0,PE,M,47,1.76
12,3000.0,PR,M,58,1.76
12,6000.0,PE,M,43,1.76
16,4500.0,MT,M,53,1.76
12,1500.0,RS,M,57,1.76
8,2000.0,MT,M,32,1.76
8,400.0,BA,F,21,1.76
9,788.0,MG,F,48,1.76
9,800.0,MG,F,42,1.76
9,1400.0,RS,M,49,1.76
16,15000.0,RS,M,43,1.76
1,788.0,RO,M,60,1.76
4,1000.0,RS,M,23,1.76
12,788.0,CE,F,35,1.76
12,2500.0,SP,M,30,1.76
3,1500.0,PR,M,53,1.76
1,1500.0,BA,M,63,1.76
1,700.0,MA,M,40,1.76
12,788.0,ES,M,40,1.76
6,2100.0,MG,M,60,1.76
6,1800.0,RO,M,25,1.76
4,1500.0,MT,F,55,1.76
12,1500.0,SC,M,25,1.76
16,4100.0,BA,M,52,1.76
12,1200.0,SE,M,58,1.76
12,4000.0,AL,M,47,1.76
5,200.0,PE,M,25,1.76
14,1500.0,PE,F,37,1.76
12,1600.0,SC,M,51,1.76
5,640.0,BA,F,41,1.76
16,1000.0,PE,M,39,1.76
8,1600.0,RS,M,28,1.76
16,2300.0,PR,F,30,1.76
16,10000.0,RS,F,35,1.76
13,3000.0,SC,M,49,1.76
12,1800.0,SP,M,24,1.76
9,1063.0,SC,F,56,1.76
9,1200.0,BA,M,29,1.76
12,1500.0,SP,F,30,1.76
6,1500.0,CE,M,53,1.76
5,1000.0,SP,F,54,1.76
12,1500.0,PA,F,40,1.76
5,7000.0,PE,M,72,1.76
16,900.0,RJ,F,47,1.76
16,2000.0,SP,F,59,1.76
1,2400.0,ES,M,25,1.76
9,900.0,GO,M,51,1.76
12,1000.0,AC,F,63,1.76
12,1500.0,MG,M,51,1.76
6,1426.0,GO,M,40,1.76
5,150.0,GO,F,51,1.76
6,1000.0,PE,M,32,1.76
12,1000.0,BA,M,35,1.76
10,1100.0,TO,M,23,1.76
7,700.0,CE,F,90,1.76
9,300.0,PA,M,30,1.76
5,4000.0,MG,M,78,1.76
10,1200.0,SP,M,30,1.76
13,1200.0,PA,F,50,1.76
8,2500.0,PA,M,37,1.76
7,2300.0,SP,M,22,1.76
4,788.0,SE,F,53,1.76
12,12000.0,PE,M,37,1.76
4,250.0,SE,F,44,1.76
9,1000.0,TO,M,66,1.76
9,400.0,GO,F,27,1.76
12,1321.0,AP,M,29,1.76
16,5380.0,SE,M,59,1.76
8,1500.0,CE,M,25,1.76
10,800.0,RS,F,21,1.76
16,15000.0,TO,M,51,1.76
1,250.0,AC,F,33,1.76
11,900.0,MG,M,34,1.76
12,888.0,PA,M,36,1.76
8,1000.0,BA,M,51,1.76
9,1300.0,ES,M,45,1.76
11,1500.0,PA,M,52,1.76
16,4500.0,GO,M,48,1.76
5,600.0,BA,M,65,1.76
12,788.0,MG,F,60,1.76
12,1800.0,GO,F,39,1.76
11,2000.0,PR,M,31,1.76
12,600.0,PE,M,43,1.76
6,600.0,SP,F,42,1.76
12,2500.0,SC,F,34,1.76
12,2300.0,BA,M,43,1.76
16,2000.0,MS,M,35,1.76
12,4500.0,BA,M,59,1.76
8,600.0,MG,M,25,1.76
1,600.0,BA,M,33,1.76
5,788.0,GO,M,43,1.76
12,900.0,PE,M,55,1.76
12,300.0,BA,M,39,1.76
12,900.0,AP,F,43,1.76
12,1900.0,RJ,M,43,1.76
6,500.0,PR,M,25,1.76
12,800.0,AP,F,41,1.76
16,1900.0,RS,F,34,1.76
12,2900.0,BA,M,40,1.76
3,2100.0,SE,M,47,1.76
12,788.0,PE,M,37,1.76
16,1576.0,BA,F,27,1.76
5,500.0,PR,M,34,1.76
12,1200.0,RO,F,43,1.76
10,3500.0,ES,M,40,1.76
16,2000.0,TO,M,39,1.76
4,100.0,PE,F,38,1.76
16,6000.0,MT,M,48,1.76
1,700.0,BA,M,51,1.76
12,1236.0,TO,M,23,1.76
12,3000.0,MG,M,57,1.76
1,788.0,MG,F,44,1.76
4,350.0,PE,M,41,1.76
12,1576.0,MG,M,34,1.76
16,1400.0,MA,F,42,1.76
12,2000.0,SC,M,33,1.76
5,1500.0,PB,M,50,1.76
4,1200.0,RN,M,63,1.76
9,1500.0,RS,M,64,1.76
12,3800.0,BA,M,43,1.76
8,1400.0,MG,M,40,1.76
5,1500.0,BA,M,48,1.76
13,5600.0,RS,M,44,1.76
12,911.0,PB,M,55,1.76
7,1800.0,SP,M,46,1.76
9,2500.0,MT,M,32,1.76
16,5000.0,RS,M,53,1.76
4,900.0,MG,M,53,1.76
11,1000.0,ES,M,23,1.76
13,980.0,ES,F,26,1.76
9,2500.0,RO,M,51,1.76
12,1280.0,PR,M,29,1.76
12,1900.0,MG,F,32,1.76
16,780.0,MG,F,56,1.76
5,1250.0,MG,M,67,1.76
9,100.0,MG,F,52,1.76
6,500.0,AP,M,33,1.76
12,2000.0,RS,M,47,1.76
12,120.0,BA,F,40,1.76
6,500.0,BA,F,55,1.76
1,320.0,MA,F,56,1.76
12,1200.0,PR,M,32,1.76
12,1200.0,RS,M,17,1.76
12,1800.0,MG,M,42,1.76
16,2500.0,MG,M,34,1.76
1,788.0,MG,M,59,1.76
5,1520.0,AL,M,40,1.76
1,3000.0,SP,M,49,1.76
6,1000.0,MG,F,46,1.76
12,3550.0,RJ,M,38,1.76
1,120.0,PA,M,45,1.76
7,2500.0,RS,M,31,1.76
5,1500.0,ES,M,53,1.76
12,800.0,RS,M,33,1.76
12,1100.0,SP,F,46,1.76
12,788.0,PA,F,54,1.76
4,1500.0,PE,M,65,1.76
4,788.0,MA,M,40,1.76
12,1000.0,PE,M,59,1.76
16,5500.0,BA,F,61,1.76
3,900.0,RS,F,52,1.76
8,4000.0,ES,M,43,1.76
4,1200.0,GO,M,42,1.76
16,25000.0,RJ,M,88,1.76
16,5000.0,SP,F,37,1.76
16,700.0,MG,M,34,1.76
7,1000.0,RS,M,27,1.76
5,100.0,PA,M,62,1.76
12,2500.0,PA,M,49,1.76
4,150.0,PA,F,52,1.76
13,800.0,BA,M,52,1.76
10,788.0,AP,M,23,1.76
12,350.0,PE,M,21,1.76
2,5000.0,PR,M,61,1.76
12,1200.0,SP,M,26,1.76
5,788.0,SP,M,30,1.76
12,2000.0,PR,M,50,1.76
2,500.0,PB,M,67,1.76
10,1500.0,PE,M,58,1.76
8,2000.0,RS,M,24,1.76
1,1500.0,MG,M,38,1.76
9,1000.0,PA,M,66,1.76
9,788.0,RO,F,44,1.76
5,800.0,MA,M,55,1.76
12,1648.0,RS,F,48,1.76
9,2300.0,RS,M,53,1.76
9,700.0,AP,M,49,1.76
12,1000.0,CE,M,32,1.76
7,1100.0,CE,M,40,1.76
16,2200.0,MG,F,43,1.76
9,1200.0,RS,M,55,1.76
12,800.0,SE,M,25,1.76
4,600.0,RO,M,65,1.76
12,850.0,RJ,F,58,1.76
12,2500.0,PA,M,36,1.76
9,788.0,SE,M,23,1.76
4,1500.0,SP,M,75,1.76
12,1000.0,PR,F,32,1.76
9,8000.0,MG,M,54,1.76
12,4000.0,MG,M,33,1.76
10,480.0,RS,F,24,1.76
5,1500.0,PA,F,61,1.76
6,1550.0,AP,M,42,1.76
5,2000.0,GO,M,51,1.76
12,360.0,ES,F,60,1.76
5,800.0,MT,M,55,1.76
5,1200.0,RS,M,42,1.76
8,5000.0,PR,M,42,1.76
12,1500.0,MG,M,29,1.76
12,1700.0,RS,F,49,1.76
12,2200.0,MG,M,28,1.76
9,1100.0,MG,M,34,1.76
5,1500.0,ES,M,38,1.76
16,5000.0,MA,M,35,1.76
9,1349.0,PA,M,53,1.76
12,1500.0,MT,M,28,1.76
6,1000.0,RS,F,64,1.76
12,3000.0,SC,M,47,1.76
12,1200.0,GO,M,33,1.76
13,2000.0,MS,M,47,1.76
2,500.0,MS,M,68,1.76
16,1500.0,BA,F,40,1.76
4,1000.0,MG,F,47,1.76
1,250.0,CE,F,52,1.76
16,1000.0,PE,M,33,1.76
9,1300.0,SC,M,27,1.76
10,1800.0,RS,M,25,1.76
12,3000.0,PE,M,40,1.76
16,10000.0,MT,M,35,1.76
12,3000.0,BA,M,31,1.76
6,2400.0,RS,M,48,1.76
13,1500.0,DF,M,45,1.76
12,1576.0,MG,F,43,1.76
5,2000.0,SP,M,40,1.76
12,890.0,MG,F,38,1.76
12,1200.0,BA,F,32,1.76
12,960.0,RJ,F,51,1.76
5,1300.0,RS,M,45,1.76
9,1700.0,MT,M,56,1.76
12,1500.0,RS,F,61,1.76
8,800.0,PA,F,50,1.76
12,788.0,BA,F,51,1.76
6,2400.0,RJ,M,28,1.76
5,2000.0,SP,F,54,1.76
9,1800.0,SP,F,27,1.76
9,1200.0,GO,F,72,1.76
5,1570.0,PB,M,51,1.76
9,2000.0,RO,M,31,1.76
13,1200.0,GO,M,62,1.76
16,1200.0,PE,F,53,1.76
1,1200.0,PR,M,50,1.76
12,788.0,BA,F,34,1.76
12,1800.0,MG,M,35,1.76
12,800.0,BA,M,30,1.76
9,700.0,RS,M,33,1.76
16,2500.0,PA,M,26,1.76
12,1900.0,PA,M,27,1.76
9,788.0,RJ,F,29,1.76
1,1200.0,GO,M,61,1.76
12,3200.0,SP,M,54,1.76
3,2000.0,ES,M,56,1.76
12,800.0,SP,M,42,1.76
12,600.0,RS,F,56,1.76
1,300.0,SE,M,59,1.76
14,4800.0,MG,M,36,1.76
12,1900.0,RJ,M,20,1.76
12,3200.0,PE,M,53,1.76
11,1600.0,BA,M,42,1.76
12,3000.0,TO,M,35,1.76
1,940.0,SE,M,49,1.76
5,300.0,MG,F,53,1.76
15,3000.0,RJ,M,45,1.76
2,375.0,RN,M,70,1.76
1,1200.0,PE,M,62,1.76
16,7000.0,PI,M,42,1.76
1,788.0,PE,M,27,1.76
9,1000.0,MG,M,45,1.76
12,1000.0,MG,F,37,1.76
4,950.0,RJ,F,64,1.76
3,980.0,MG,F,23,1.76
14,2800.0,PR,M,45,1.76
1,50.0,PI,M,52,1.76
1,20.0,BA,F,64,1.76
12,1200.0,SC,F,26,1.76
12,1800.0,RJ,M,24,1.76
16,3400.0,SP,M,34,1.76
8,1500.0,DF,M,57,1.76
8,3000.0,SC,M,34,1.76
11,2000.0,TO,M,48,1.76
14,2000.0,PA,M,27,1.76
13,1100.0,RJ,F,33,1.76
9,100.0,SE,M,40,1.76
12,1000.0,RS,M,26,1.76
12,970.0,ES,M,26,1.76
12,1852.0,PA,M,54,1.76
11,1200.0,MG,F,39,1.76
17,1000.0,PR,F,24,1.76
5,788.0,SP,F,54,1.76
1,788.0,ES,M,52,1.76
1,900.0,RJ,F,60,1.76
16,1300.0,RJ,F,36,1.76
3,800.0,BA,M,42,1.76
16,1200.0,PE,M,37,1.76
12,3000.0,PB,M,37,1.76
9,2000.0,GO,M,46,1.76
12,1300.0,RO,M,40,1.76
5,200.0,PE,F,30,1.76
12,788.0,AC,F,34,1.76
9,1500.0,MT,M,55,1.76
12,1300.0,PI,M,37,1.76
16,2500.0,SC,F,46,1.76
12,3000.0,BA,M,41,1.76
7,788.0,MT,F,47,1.76
16,3000.0,DF,M,34,1.76
14,2000.0,SP,F,35,1.76
12,3000.0,GO,M,50,1.76
1,1000.0,GO,M,54,1.76
12,2600.0,AP,M,27,1.76
7,150.0,SP,F,28,1.76
16,2200.0,SP,M,50,1.76
12,1500.0,MG,M,41,1.76
13,1500.0,PR,F,29,1.76
7,788.0,RN,M,34,1.76
8,788.0,CE,M,21,1.76
4,5000.0,RO,M,50,1.76
7,1576.0,PR,M,53,1.76
13,2500.0,RJ,M,53,1.76
5,200.0,AP,M,33,1.76
16,5000.0,RS,M,58,1.76
2,788.0,GO,F,54,1.76
9,2000.0,MG,F,54,1.76
3,900.0,SP,M,62,1.76
12,900.0,CE,F,40,1.76
16,10000.0,RS,M,42,1.76
11,1400.0,RJ,M,42,1.76
6,4000.0,MT,M,52,1.76
7,1000.0,RJ,M,30,1.76
16,4500.0,MG,F,39,1.76
5,788.0,MG,F,53,1.76
12,1576.0,MS,M,45,1.76
16,2500.0,SC,M,39,1.76
9,1000.0,AC,M,38,1.76
16,4000.0,MT,F,56,1.76
12,1300.0,MG,F,38,1.76
12,3500.0,SC,M,63,1.76
9,3900.0,GO,M,51,1.76
16,2400.0,PA,F,47,1.76
9,1000.0,GO,F,38,1.76
8,1000.0,SP,F,48,1.76
8,12000.0,PR,M,35,1.76
5,600.0,SP,M,76,1.76
6,1300.0,ES,M,42,1.76
11,1121.0,PE,M,59,1.76
12,2000.0,MT,M,46,1.76
12,4000.0,DF,M,30,1.76
2,100.0,BA,F,51,1.76
5,600.0,PA,M,45,1.76
9,900.0,MG,M,38,1.76
11,2000.0,MG,M,41,1.76
4,500.0,MG,M,65,1.76
12,1100.0,SP,F,44,1.76
12,788.0,CE,M,37,1.76
16,6000.0,ES,F,36,1.76
1,350.0,PR,F,68,1.76
16,2000.0,SP,F,29,1.76
5,250.0,PE,M,45,1.76
9,4000.0,MG,M,47,1.76
5,984.0,MG,M,47,1.76
5,788.0,SE,F,60,1.76
13,400.0,PR,F,19,1.76
8,788.0,RJ,F,49,1.76
3,788.0,PE,M,45,1.76
12,3000.0,RS,M,51,1.76
5,1300.0,RS,M,41,1.76
12,1360.0,ES,M,48,1.76
12,700.0,TO,F,64,1.76
12,1200.0,MA,F,24,1.76
8,788.0,RN,M,18,1.76
16,1000.0,GO,F,36,1.76
12,788.0,CE,M,37,1.76
11,788.0,MG,M,18,1.76
12,5000.0,RS,M,45,1.76
2,200.0,AP,F,44,1.76
5,1800.0,PR,M,51,1.76
1,2000.0,MT,M,30,1.76
16,3500.0,SP,M,51,1.76
9,790.0,RJ,M,38,1.76
12,5000.0,RJ,M,38,1.76
12,788.0,PA,M,25,1.76
6,788.0,MA,M,27,1.76
1,788.0,PA,F,50,1.76
12,2300.0,SC,M,25,1.76
13,3950.0,MG,M,43,1.76
3,1100.0,GO,M,52,1.76
12,1800.0,RJ,M,40,1.76
12,600.0,AP,F,33,1.76
11,600.0,SE,M,43,1.76
13,2000.0,ES,M,33,1.76
12,2000.0,RS,F,25,1.76
1,1190.0,GO,M,40,1.76
12,1250.0,GO,M,33,1.76
4,700.0,PA,M,45,1.76
8,3000.0,GO,M,41,1.76
16,900.0,GO,M,26,1.76
16,34000.0,BA,M,68,1.76
12,788.0,AP,M,30,1.76
12,1500.0,RS,M,25,1.76
16,3000.0,GO,F,24,1.76
5,6800.0,TO,M,41,1.76
11,10000.0,MA,M,35,1.76
9,2200.0,SP,M,49,1.76
12,4000.0,RJ,F,67,1.76
9,700.0,AC,M,42,1.76
4,765.0,RS,F,61,1.76
3,1200.0,MS,M,66,1.76
12,2900.0,SP,M,47,1.76
10,850.0,MT,M,21,1.76
13,788.0,BA,F,22,1.76
3,800.0,RJ,F,62,1.76
4,110.0,PE,F,45,1.76
3,400.0,PA,M,52,1.76
15,350.0,AP,F,49,1.76
12,1650.0,PR,M,40,1.76
9,730.0,SE,F,53,1.76
9,1400.0,PR,M,33,1.76
1,1200.0,SC,F,43,1.76
6,900.0,SP,M,52,1.76
1,1500.0,MG,M,55,1.76
12,788.0,GO,F,57,1.76
12,2000.0,SC,F,37,1.76
12,2400.0,DF,M,38,1.76
6,1500.0,SP,M,34,1.76
16,1000.0,ES,M,61,1.76
1,1500.0,MT,M,53,1.76
16,1800.0,SP,F,49,1.76
7,1000.0,GO,M,52,1.76
12,1500.0,SC,M,28,1.76
9,600.0,MS,F,72,1.76
16,920.0,SP,F,49,1.76
16,12000.0,MG,M,63,1.76
5,1600.0,PE,M,47,1.76
16,3200.0,GO,M,30,1.76
12,1200.0,MG,F,29,1.76
16,10000.0,SC,M,35,1.76
2,1200.0,PE,M,58,1.76
5,2000.0,RJ,M,70,1.76
12,1200.0,PA,M,48,1.76
12,800.0,SP,M,27,1.76
3,200.0,SE,F,51,1.76
1,800.0,PA,F,51,1.76
12,2000.0,MG,M,36,1.76
2,150.0,BA,M,58,1.76
16,1200.0,SP,F,39,1.76
8,788.0,ES,M,32,1.76
16,788.0,BA,M,30,1.76
12,1500.0,RO,M,23,1.76
4,100.0,RS,F,50,1.76
3,1000.0,SP,M,39,1.76
6,1500.0,PR,F,32,1.76
16,1500.0,RS,F,36,1.76
13,1300.0,RJ,F,43,1.76
11,1000.0,BA,M,50,1.76
12,788.0,BA,F,34,1.76
16,3000.0,PA,M,35,1.76
9,3000.0,SP,M,52,1.76
12,788.0,MS,F,64,1.76
9,1000.0,RJ,M,42,1.76
12,4000.0,RJ,M,53,1.76
1,850.0,CE,M,52,1.76
9,788.0,RS,M,56,1.76
5,1200.0,PR,M,57,1.76
12,550.0,PA,M,40,1.76
12,1500.0,SC,M,73,1.76
12,1500.0,DF,M,27,1.76
12,550.0,RJ,F,20,1.76
3,788.0,MS,M,26,1.76
5,600.0,MG,F,37,1.76
12,3500.0,AC,M,55,1.76
16,4000.0,ES,F,33,1.76
5,1600.0,MG,M,35,1.76
12,1500.0,MT,F,38,1.76
12,2300.0,PR,M,33,1.76
3,600.0,TO,M,50,1.76
4,700.0,RS,M,65,1.76
9,1500.0,SP,M,47,1.76
16,788.0,PA,F,49,1.76
4,1600.0,BA,M,37,1.76
5,1500.0,MG,M,44,1.76
4,850.0,SE,M,36,1.76
11,1500.0,GO,M,23,1.76
12,740.0,MA,F,39,1.76
9,2000.0,SP,F,60,1.76
12,1636.0,PE,M,50,1.76
5,788.0,MG,F,37,1.76
5,880.0,CE,F,55,1.76
16,5000.0,MT,M,37,1.76
12,4000.0,GO,M,53,1.76
7,1330.0,RS,M,42,1.76
16,2300.0,RJ,F,36,1.76
1,1000.0,MG,M,39,1.76
12,4000.0,PR,M,26,1.76
13,3500.0,RS,M,47,1.76
7,550.0,RS,F,20,1.76
8,1500.0,RJ,M,26,1.76
16,2000.0,MG,M,52,1.76
10,788.0,RO,M,41,1.76
9,1300.0,PR,M,37,1.76
16,10000.0,SC,M,43,1.76
14,1300.0,BA,M,34,1.76
12,2500.0,RN,M,48,1.76
3,400.0,MS,F,47,1.76
12,3000.0,RO,M,47,1.76
7,788.0,DF,F,35,1.76
6,800.0,GO,M,53,1.76
12,2000.0,PE,M,35,1.76
12,1200.0,SE,M,52,1.76
7,1370.0,PI,M,52,1.76
15,3900.0,SP,M,53,1.76
1,450.0,PA,M,91,1.76
5,960.0,MG,M,34,1.76
8,1200.0,GO,M,45,1.76
16,6000.0,DF,M,42,1.76
3,788.0,MG,M,63,1.76
12,4500.0,SC,M,57,1.76
16,5000.0,RO,M,50,1.76
3,200.0,AL,M,60,1.76
12,350.0,BA,F,39,1.76
1,788.0,PA,F,48,1.76
5,1200.0,RS,M,60,1.76
4,788.0,BA,M,28,1.76
16,7000.0,CE,M,68,1.76
12,2100.0,RS,M,53,1.76
12,200.0,PI,M,27,1.76
8,2000.0,RS,M,31,1.76
2,1200.0,RN,M,48,1.76
12,788.0,PB,M,29,1.76
12,750.0,RJ,F,20,1.76
5,818.0,SC,F,55,1.76
16,5000.0,MA,F,34,1.76
3,300.0,MG,M,44,1.76
12,3300.0,SP,M,36,1.76
16,1600.0,PE,F,46,1.76
3,230.0,MA,M,75,1.76
12,700.0,PB,M,35,1.76
12,13000.0,RJ,M,47,1.76
1,1200.0,TO,M,56,1.76
9,120.0,PE,F,31,1.76
12,2000.0,SP,F,52,1.76
12,5000.0,MG,F,49,1.76
12,788.0,PA,F,30,1.76
10,871.0,GO,M,28,1.76
12,1500.0,MS,F,37,1.76
12,2000.0,GO,M,26,1.76
16,6000.0,RS,F,36,1.76
1,1600.0,SP,M,33,1.76
1,2500.0,AC,M,62,1.76
12,3500.0,RJ,M,42,1.76
11,2000.0,PE,M,66,1.76
9,2000.0,PE,M,43,1.76
12,4200.0,PR,M,31,1.76
5,50.0,MS,F,28,1.76
9,788.0,CE,F,42,1.76
12,2000.0,SP,M,47,1.76
9,788.0,RJ,F,24,1.76
5,120.0,SE,F,37,1.76
12,788.0,AC,M,46,1.76
12,4500.0,RN,M,50,1.76
7,2000.0,PR,M,48,1.76
9,1200.0,CE,M,35,1.76
9,850.0,SP,F,39,1.76
16,8000.0,SP,M,69,1.76
12,1000.0,RS,M,33,1.76
9,788.0,PB,M,55,1.76
12,1300.0,SP,M,27,1.76
6,1192.0,RJ,M,50,1.76
12,1500.0,PE,M,40,1.76
6,788.0,RJ,M,56,1.76
6,1500.0,GO,M,46,1.76
3,900.0,CE,F,50,1.76
1,788.0,CE,M,54,1.76
12,950.0,MG,F,52,1.76
13,5000.0,SC,M,25,1.76
5,1500.0,SP,M,68,1.76
12,1500.0,SC,F,54,1.76
9,3200.0,MG,M,37,1.76
16,2300.0,SE,F,43,1.76
5,2000.0,ES,M,49,1.76
9,1000.0,AP,M,36,1.76
8,1600.0,SP,M,40,1.76
13,1100.0,MG,M,35,1.76
12,1400.0,BA,M,48,1.76
16,2500.0,PE,M,40,1.76
12,788.0,SE,M,31,1.76
6,400.0,CE,M,54,1.76
1,788.0,RN,M,34,1.76
16,18000.0,RJ,M,32,1.76
1,700.0,BA,M,57,1.76
8,1050.0,MG,M,35,1.76
11,2000.0,RS,M,38,1.76
12,876.0,PR,F,44,1.76
2,788.0,BA,M,57,1.76
5,900.0,SE,M,44,1.76
8,788.0,CE,M,27,1.76
3,1480.0,AP,M,41,1.76
16,3000.0,SC,F,43,1.76
9,1200.0,RS,F,52,1.76
16,4000.0,DF,M,65,1.76
11,1200.0,RJ,M,37,1.76
16,2300.0,SP,F,45,1.76
12,1000.0,GO,M,47,1.76
11,2000.0,ES,M,45,1.76
11,1500.0,SP,F,57,1.76
11,788.0,PA,M,20,1.76
5,1900.0,RS,M,56,1.76
11,788.0,ES,M,44,1.76
12,1400.0,SP,M,28,1.76
12,1000.0,PI,M,41,1.76
11,1500.0,GO,M,56,1.76
1,788.0,CE,M,48,1.76
12,1500.0,RO,F,46,1.76
4,600.0,PR,F,56,1.76
12,788.0,SP,F,42,1.76
11,1000.0,PE,M,34,1.76
16,3000.0,RS,M,45,1.76
12,2500.0,RS,M,56,1.76
8,2000.0,MG,M,46,1.76
16,15000.0,MG,M,51,1.76
9,1200.0,MG,F,34,1.76
12,1000.0,GO,M,28,1.76
13,3000.0,SP,M,39,1.76
12,3800.0,RS,F,40,1.76
5,1500.0,PI,F,40,1.76
4,788.0,MG,M,45,1.76
9,900.0,MS,M,21,1.76
12,2700.0,RJ,M,38,1.76
12,1250.0,BA,M,49,1.76
1,800.0,SE,M,54,1.76
1,788.0,AL,M,45,1.76
12,2500.0,SP,M,38,1.76
14,2800.0,DF,M,25,1.76
11,1350.0,GO,F,42,1.76
12,3500.0,RJ,M,52,1.76
11,788.0,MG,M,30,1.76
7,940.0,RS,F,57,1.76
3,400.0,GO,M,56,1.76
12,3900.0,RJ,M,58,1.76
12,1000.0,BA,M,28,1.76
1,700.0,AC,M,53,1.76
5,2500.0,MT,M,37,1.76
12,3000.0,GO,M,35,1.76
12,1500.0,RR,F,30,1.76
9,1000.0,SC,F,24,1.76
17,1600.0,SC,M,36,1.76
12,4500.0,AC,M,48,1.76
1,700.0,RJ,M,53,1.76
5,800.0,SP,F,60,1.76
8,950.0,RO,F,29,1.76
12,4000.0,CE,F,56,1.76
16,2300.0,PE,F,63,1.76
12,1200.0,AP,M,43,1.76
12,1800.0,ES,F,35,1.76
12,1000.0,ES,M,43,1.76
11,1100.0,RS,M,19,1.76
5,700.0,RJ,F,90,1.76
12,1500.0,AC,M,73,1.76
8,788.0,RO,M,28,1.76
9,788.0,RS,M,58,1.76
3,2500.0,SP,M,41,1.76
3,450.0,PR,F,56,1.76
5,400.0,BA,M,65,1.76
12,1350.0,BA,M,35,1.76
12,4000.0,TO,M,50,1.76
5,500.0,AP,M,32,1.76
12,1800.0,RR,M,29,1.76
12,850.0,PE,M,25,1.76
3,788.0,PI,M,36,1.76
8,200.0,BA,F,51,1.76
16,3100.0,RN,F,33,1.76
16,4000.0,SP,M,40,1.76
9,1200.0,PR,F,61,1.76
8,1200.0,BA,M,27,1.76
2,300.0,BA,F,55,1.76
5,1300.0,TO,M,56,1.76
16,3500.0,MG,M,26,1.76
12,1087.0,PA,F,35,1.76
16,10000.0,RN,M,35,1.76
6,1200.0,RS,M,33,1.76
4,500.0,ES,M,54,1.76
12,1500.0,SP,F,34,1.76
15,2400.0,RJ,M,43,1.76
15,1500.0,PR,M,30,1.76
13,2000.0,RS,F,26,1.76
8,1700.0,RJ,M,57,1.76
12,900.0,MG,F,54,1.76
14,1505.0,MG,F,26,1.76
5,3500.0,MA,M,67,1.76
9,900.0,AC,M,34,1.76
7,2200.0,GO,M,45,1.76
9,1100.0,MG,M,23,1.76
5,400.0,PR,F,48,1.76
16,700.0,GO,F,79,1.76
12,1200.0,SP,M,48,1.76
12,2000.0,AP,F,52,1.76
5,720.0,MG,F,62,1.76
4,1800.0,SP,M,38,1.76
11,800.0,TO,M,49,1.76
16,3000.0,SP,M,38,1.76
12,788.0,BA,F,37,1.76
12,2000.0,SP,M,45,1.76
5,788.0,RJ,M,71,1.76
4,788.0,MA,M,50,1.76
12,1500.0,RJ,M,48,1.76
1,788.0,BA,F,47,1.76
12,788.0,MA,F,49,1.76
12,3500.0,MG,M,29,1.76
12,1200.0,PE,M,22,1.76
7,910.0,PA,M,29,1.76
7,788.0,PE,M,39,1.76
12,788.0,MA,F,33,1.76
16,5500.0,RS,F,30,1.76
9,400.0,PB,M,22,1.76
12,1700.0,RJ,F,44,1.76
12,3570.0,SP,F,46,1.76
12,5000.0,PA,M,62,1.76
16,2400.0,SC,M,32,1.76
3,1500.0,SP,M,40,1.76
10,1000.0,SP,M,79,1.76
13,788.0,AP,M,31,1.76
16,5000.0,PB,M,63,1.76
13,4000.0,PR,M,50,1.76
12,600.0,PI,F,37,1.76
8,788.0,BA,M,42,1.76
16,2500.0,RJ,M,40,1.76
7,788.0,MG,F,46,1.76
10,1500.0,SP,F,49,1.76
16,1580.0,PE,M,39,1.76
6,2400.0,MG,M,42,1.76
1,150.0,AL,M,39,1.76
14,1576.0,RJ,M,45,1.76
6,300.0,AL,M,40,1.76
1,300.0,GO,M,75,1.76
1,600.0,AC,F,54,1.76
15,1200.0,SP,F,57,1.76
9,1500.0,SP,M,45,1.76
9,1500.0,SP,M,40,1.76
7,914.0,SE,F,63,1.76
12,1800.0,ES,M,28,1.76
5,300.0,MA,F,44,1.76
8,2500.0,MS,M,42,1.76
3,1200.0,RS,M,49,1.76
12,1070.0,PR,M,28,1.76
16,2000.0,RS,F,37,1.76
5,2000.0,SP,M,51,1.76
