Estudo,Renda,UF,Genero,Idade,Altura
11,788.0,TO,M,23,1.67
12,2500.0,ES,M,38,1.67
12,1200.0,RJ,M,42,1.67
12,788.0,BA,F,58,1.67
5,300.0,PA,M,43,1.67
4,800.0,MG,F,33,1.67
5,400.0,MG,F,60,1.67
16,620.0,BA,M,23,1.67
9,3000.0,RS,F,69,1.67
16,9000.0,RN,M,56,1.67
16,3500.0,SC,M,29,1.67
1,750.0,MG,M,50,1.67
3,300.0,MA,M,28,1.67
7,2000.0,AP,F,60,1.67
1,1500.0,SC,M,44,1.67
16,7000.0,MG,M,41,1.67
7,1700.0,SP,M,63,1.67
9,1500.0,PA,M,37,1.67
12,1800.0,RS,M,33,1.67
9,2200.0,RO,M,59,1.67
5,400.0,MG,M,54,1.67
12,788.0,BA,F,35,1.67
4,334.0,PI,M,66,1.67
16,1800.0,PR,F,53,1.67
12,788.0,PB,M,26,1.67
16,4000.0,SP,M,46,1.67
16,2200.0,SP,M,27,1.67
1,50.0,PI,M,65,1.67
6,1600.0,BA,M,34,1.67
10,1180.0,RS,M,48,1.67
12,900.0,PA,M,45,1.67
1,290.0,SE,M,43,1.67
5,900.0,SP,M,61,1.67
12,800.0,AP,F,39,1.67
12,1500.0,RS,M,29,1.67
1,1000.0,AP,M,40,1.67
12,788.0,PA,F,50,1.67
16,17000.0,SP,M,63,1.67
16,1200.0,GO,M,45,1.67
13,1300.0,RJ,M,29,1.67
12,1200.0,GO,M,35,1.67
8,788.0,PB,M,20,1.67
12,3000.0,SP,M,47,1.67
3,250.0,RS,M,55,1.67
12,1200.0,PR,M,35,1.67
9,788.0,MG,F,45,1.67
15,1800.0,DF,F,43,1.67
7,300.0,PA,F,20,1.67
5,900.0,PR,M,59,1.67
12,1700.0,SP,F,38,1.67
12,3000.0,RO,F,30,1.67
12,1500.0,RN,F,55,1.67
12,900.0,AP,F,27,1.67
12,3000.0,PR,M,58,1.67
2,45.0,PI,F,65,1.67
9,500.0,PA,F,40,1.67
3,300.0,PE,F,53,1.67
5,1000.0,MG,M,38,1.67
2,3000.0,DF,M,58,1.67
12,2000.0,DF,M,48,1.67
5,350.0,PR,M,51,1.67
11,1000.0,RS,M,56,1.67
12,1600.0,DF,M,35,1.67
5,3000.0,SC,M,47,1.67
12,3000.0,CE,M,57,1.67
12,5000.0,SP,M,31,1.67
12,1300.0,SC,M,29,1.67
16,6000.0,RS,M,37,1.67
15,2500.0,ES,F,24,1.67
12,4350.0,RJ,M,37,1.67
9,1800.0,RJ,M,40,1.67
11,1200.0,RS,M,39,1.67
11,980.0,RJ,M,64,1.67
12,1200.0,PE,F,46,1.67
5,600.0,RN,M,34,1.67
16,18000.0,PE,F,46,1.67
4,788.0,CE,M,57,1.67
16,300.0,AP,F,50,1.67
3,1700.0,SP,M,78,1.67
12,3000.0,SP,F,25,1.67
9,2300.0,RS,M,46,1.67
5,600.0,GO,M,82,1.67
16,3000.0,MG,F,46,1.67
14,900.0,RN,F,55,1.67
5,3000.0,SC,M,75,1.67
10,900.0,RS,F,50,1.67
9,800.0,RJ,M,56,1.67
4,1200.0,AL,M,52,1.67
1,300.0,SE,M,62,1.67
12,400.0,PE,F,24,1.67
9,1300.0,RJ,M,57,1.67
12,1250.0,PE,M,21,1.67
12,1520.0,CE,M,26,1.67
8,500.0,RS,F,55,1.67
6,1500.0,SE,F,59,1.67
2,450.0,MA,M,58,1.67
1,788.0,MT,M,21,1.67
13,750.0,RJ,F,49,1.67
16,6500.0,DF,F,50,1.67
1,700.0,RO,M,76,1.67
12,3000.0,SP,M,32,1.67
9,1754.0,RJ,M,64,1.67
15,1500.0,PA,M,45,1.67
9,900.0,PA,F,22,1.67
6,700.0,SP,M,54,1.67
12,3900.0,GO,M,40,1.67
1,200.0,BA,F,36,1.67
11,1000.0,RJ,F,46,1.67
5,120.0,PE,F,36,1.67
16,4000.0,RJ,M,58,1.67
12,788.0,MA,M,22,1.67
3,380.0,CE,M,46,1.67
12,500.0,AP,F,46,1.67
9,750.0,BA,F,52,1.67
12,2000.0,PR,M,58,1.67
12,788.0,PA,F,33,1.67
5,800.0,SP,F,57,1.67
12,6000.0,MG,M,62,1.67
4,3000.0,DF,M,56,1.67
9,2500.0,SP,M,67,1.67
12,1000.0,RJ,M,34,1.67
9,788.0,MA,F,47,1.67
12,1500.0,SP,M,60,1.67
8,1500.0,PR,M,38,1.67
12,2500.0,SC,M,28,1.67
12,3500.0,MG,M,45,1.67
12,1500.0,ES,F,27,1.67
16,2000.0,DF,M,34,1.67
16,10000.0,MG,M,51,1.67
12,1400.0,RS,F,56,1.67
12,900.0,BA,M,62,1.67
12,1200.0,PA,M,32,1.67
12,2500.0,AP,M,38,1.67
12,788.0,MG,F,37,1.67
12,1500.0,RS,F,49,1.67
1,600.0,SP,M,56,1.67
14,1000.0,PI,F,32,1.67
16,4000.0,SP,M,62,1.67
9,1200.0,MA,M,43,1.67
12,800.0,SP,F,34,1.67
8,500.0,PA,M,36,1.67
16,6000.0,PA,M,38,1.67
10,5000.0,RN,M,45,1.67
6,700.0,AC,M,41,1.67
9,1000.0,PA,F,42,1.67
16,10000.0,PR,M,74,1.67
15,3000.0,RJ,M,62,1.67
9,900.0,CE,F,36,1.67
9,3500.0,MG,M,49,1.67
12,1200.0,SC,F,39,1.67
12,2500.0,DF,M,38,1.67
12,10000.0,PE,M,46,1.67
16,1000.0,SP,F,59,1.67
12,788.0,AP,M,29,1.67
16,7000.0,GO,M,39,1.67
12,2200.0,RN,M,30,1.67
12,1500.0,CE,F,49,1.67
12,1100.0,BA,M,36,1.67
16,4000.0,PE,M,53,1.67
12,700.0,MG,M,31,1.67
12,2000.0,DF,M,45,1.67
16,5000.0,DF,M,30,1.67
15,1900.0,TO,F,34,1.67
6,200.0,MA,M,36,1.67
16,1300.0,AP,M,40,1.67
13,600.0,MG,M,49,1.67
6,900.0,BA,M,67,1.67
16,10000.0,RJ,M,56,1.67
12,1700.0,SC,M,47,1.67
12,1100.0,SP,F,32,1.67
16,788.0,PR,M,45,1.67
9,788.0,BA,M,32,1.67
16,14000.0,SC,M,39,1.67
11,1086.0,AP,M,48,1.67
9,600.0,CE,F,37,1.67
9,800.0,MG,F,24,1.67
13,1500.0,RS,M,32,1.67
12,800.0,MT,M,52,1.66
12,1500.0,MG,F,49,1.66
10,2300.0,MG,M,37,1.66
2,1200.0,RO,M,41,1.66
12,1700.0,SP,M,28,1.66
2,400.0,PB,M,39,1.66
10,1010.0,RJ,F,22,1.66
2,600.0,RJ,M,37,1.66
5,400.0,MG,M,44,1.66
12,788.0,RJ,M,28,1.66
12,3000.0,AC,F,50,1.66
12,3000.0,PE,M,47,1.66
9,1350.0,PE,M,31,1.66
15,500.0,PR,F,32,1.66
7,950.0,RJ,F,61,1.66
15,1800.0,RO,F,41,1.66
14,1000.0,AP,F,33,1.66
12,3540.0,CE,M,32,1.66
12,2000.0,RJ,F,49,1.66
12,500.0,GO,M,26,1.66
4,1200.0,PR,M,47,1.66
14,1500.0,PB,M,30,1.66
16,8325.0,RS,M,32,1.66
9,3800.0,PR,M,46,1.66
16,3468.0,PR,F,29,1.66
16,2000.0,AP,M,45,1.66
6,1500.0,CE,F,61,1.66
16,7092.0,AL,F,34,1.66
12,600.0,AC,F,55,1.66
11,500.0,RJ,F,52,1.66
16,8000.0,DF,M,49,1.66
9,900.0,RS,F,30,1.66
4,800.0,BA,M,66,1.66
11,1500.0,SP,M,23,1.66
6,1300.0,SC,M,41,1.66
12,1000.0,RJ,F,46,1.66
4,1560.0,BA,M,42,1.66
9,2000.0,SP,M,44,1.66
12,300.0,SP,M,21,1.66
12,1200.0,MG,M,53,1.66
13,1200.0,PE,M,45,1.66
13,2500.0,RJ,F,60,1.66
15,2000.0,PR,M,25,1.66
3,250.0,PE,F,49,1.66
3,800.0,MS,M,51,1.66
12,1600.0,MT,M,37,1.66
16,2500.0,AP,F,36,1.66
3,650.0,PR,M,53,1.66
8,800.0,CE,M,49,1.66
12,788.0,AC,F,48,1.66
1,1500.0,RS,M,20,1.66
12,1200.0,PR,F,48,1.66
8,1300.0,RJ,F,44,1.66
7,788.0,SE,F,37,1.66
9,1800.0,SP,M,40,1.66
5,788.0,SP,F,51,1.66
3,788.0,TO,M,52,1.66
12,1400.0,DF,F,41,1.66
13,1100.0,RJ,F,43,1.66
9,2000.0,SP,M,48,1.66
9,788.0,RJ,M,42,1.66
4,788.0,MG,F,32,1.66
13,3500.0,AC,M,29,1.66
1,800.0,RJ,F,63,1.66
15,1000.0,AL,M,43,1.66
15,1600.0,RS,F,50,1.66
12,3000.0,RS,M,27,1.66
9,788.0,RN,M,48,1.66
9,800.0,SP,F,55,1.66
14,900.0,MG,M,29,1.66
1,1500.0,PA,M,40,1.66
9,800.0,RS,M,41,1.66
12,1500.0,PR,M,55,1.66
12,1000.0,MA,F,44,1.66
12,1800.0,RJ,M,38,1.66
9,1500.0,SP,M,46,1.66
10,2600.0,PR,M,29,1.66
5,3000.0,MA,M,60,1.66
12,700.0,AP,F,44,1.66
12,788.0,GO,F,40,1.66
16,3000.0,AP,M,40,1.66
12,2100.0,CE,M,35,1.66
12,2000.0,PE,M,58,1.66
12,1200.0,RS,F,30,1.66
16,2000.0,SP,F,33,1.66
4,788.0,MG,M,58,1.66
16,2300.0,GO,F,55,1.66
1,800.0,SE,M,57,1.66
4,2000.0,SP,M,50,1.66
9,500.0,TO,F,76,1.66
6,1800.0,SP,M,37,1.66
8,250.0,RS,F,23,1.66
7,800.0,PA,M,37,1.66
3,900.0,SP,M,39,1.66
12,1576.0,MT,M,33,1.66
6,788.0,PE,M,30,1.66
9,1300.0,SP,M,43,1.66
12,2500.0,RJ,M,29,1.66
3,600.0,PR,F,68,1.66
9,600.0,SP,F,31,1.66
12,700.0,CE,M,36,1.66
9,800.0,MG,M,46,1.66
5,3000.0,MG,M,53,1.66
16,5800.0,RS,M,42,1.66
13,2400.0,SP,M,37,1.66
9,1600.0,RS,M,40,1.66
13,2200.0,PI,M,55,1.66
12,950.0,BA,M,47,1.66
6,950.0,MA,M,54,1.66
3,100.0,PE,M,46,1.66
16,7000.0,MG,M,44,1.66
9,1200.0,RS,M,47,1.66
16,2800.0,SP,M,24,1.66
1,1500.0,SP,M,30,1.66
16,6000.0,RJ,M,48,1.66
3,800.0,RO,M,50,1.66
4,300.0,MG,F,38,1.66
5,1000.0,GO,M,64,1.66
4,1500.0,RS,M,34,1.66
16,3500.0,SP,F,33,1.66
16,3000.0,CE,F,56,1.66
12,800.0,MG,M,23,1.66
16,1000.0,CE,M,34,1.66
13,3200.0,PA,F,51,1.66
10,1000.0,SP,M,25,1.66
13,1200.0,SC,F,50,1.66
12,2200.0,MG,M,36,1.66
16,14000.0,SP,M,33,1.66
12,3000.0,GO,M,56,1.66
12,788.0,PA,F,51,1.66
8,1800.0,SP,M,50,1.66
16,3000.0,PE,F,32,1.66
4,788.0,MG,F,38,1.66
16,6000.0,SP,F,27,1.66
12,500.0,MA,M,19,1.66
8,700.0,SP,F,63,1.66
12,1100.0,RS,M,31,1.66
12,1550.0,CE,M,34,1.66
16,800.0,PR,F,45,1.66
12,1600.0,MG,M,34,1.66
5,3500.0,MT,M,45,1.66
5,1500.0,RS,M,71,1.66
6,3500.0,RS,M,66,1.66
12,1300.0,RJ,M,35,1.66
12,2500.0,MG,M,34,1.66
7,1000.0,RJ,F,51,1.66
16,900.0,PE,M,52,1.66
9,3000.0,MG,M,36,1.66
5,416.0,PR,M,60,1.66
15,15000.0,MG,F,50,1.66
7,788.0,PA,M,35,1.66
5,50.0,BA,F,45,1.66
16,788.0,PE,F,43,1.66
8,1400.0,GO,M,54,1.66
12,1300.0,PA,M,51,1.66
16,2700.0,SP,F,22,1.66
5,250.0,BA,M,35,1.66
12,788.0,AL,M,25,1.66
12,840.0,BA,M,27,1.66
12,2300.0,CE,M,35,1.66
2,950.0,PA,M,39,1.66
16,3500.0,GO,M,47,1.66
9,2000.0,RO,M,42,1.66
5,300.0,CE,M,42,1.66
6,5200.0,PR,M,26,1.66
12,3500.0,RS,M,34,1.66
16,12200.0,PB,F,53,1.66
11,1000.0,DF,M,20,1.66
13,600.0,PE,F,52,1.66
12,1400.0,RS,M,37,1.66
11,1000.0,PA,M,32,1.66
12,1280.0,PR,M,33,1.66
16,10000.0,SP,M,60,1.66
4,1400.0,SP,M,59,1.66
15,9000.0,MG,M,88,1.66
16,3600.0,RN,F,32,1.66
1,1600.0,PR,M,45,1.66
10,1300.0,BA,M,29,1.66
16,2500.0,AP,M,35,1.66
11,2500.0,PA,M,31,1.66
12,3400.0,SP,F,42,1.66
10,1700.0,RS,M,59,1.66
10,788.0,GO,M,22,1.66
12,1750.0,SP,M,19,1.66
3,1200.0,MG,F,59,1.66
12,1700.0,RS,F,35,1.66
11,2000.0,AP,M,43,1.66
5,560.0,MS,F,44,1.66
12,6500.0,SP,M,57,1.66
12,200.0,SC,F,34,1.66
14,1800.0,RS,M,29,1.66
12,788.0,PE,F,33,1.66
2,850.0,SP,M,43,1.66
12,1500.0,PA,F,53,1.66
2,300.0,PA,M,48,1.66
12,1100.0,RS,M,41,1.66
12,1100.0,PE,F,46,1.66
14,2500.0,MG,M,28,1.66
16,8000.0,SP,M,61,1.66
4,300.0,TO,M,52,1.66
1,2800.0,PA,M,60,1.66
12,1400.0,SP,M,34,1.66
12,1000.0,ES,M,25,1.66
16,5000.0,RS,F,40,1.66
1,500.0,GO,M,57,1.66
16,4980.0,SC,F,53,1.66
12,4500.0,RJ,F,38,1.66
5,900.0,SP,F,59,1.66
12,2000.0,CE,F,41,1.66
6,1360.0,DF,M,61,1.66
9,500.0,PA,F,45,1.66
16,2000.0,SP,M,40,1.66
12,900.0,CE,M,53,1.66
16,3000.0,AC,M,56,1.66
12,1500.0,SP,M,41,1.66
16,2000.0,GO,M,54,1.66
9,1200.0,PB,M,64,1.66
16,1200.0,ES,M,49,1.66
12,5500.0,PA,F,49,1.66
7,788.0,BA,M,21,1.66
5,788.0,BA,M,59,1.66
12,1500.0,DF,F,64,1.66
9,1000.0,RJ,M,29,1.66
16,4500.0,MG,F,29,1.66
9,1080.0,PE,F,44,1.66
4,788.0,MG,F,50,1.66
12,1800.0,RJ,F,28,1.66
12,1400.0,RJ,M,34,1.66
1,1182.0,MG,M,60,1.66
12,2000.0,AP,M,28,1.66
5,100.0,MG,M,53,1.66
9,2500.0,ES,M,40,1.66
12,5000.0,ES,M,26,1.66
1,250.0,PB,F,35,1.66
9,4000.0,RS,M,60,1.66
1,788.0,ES,F,49,1.66
5,1400.0,RJ,M,41,1.66
7,1500.0,GO,M,29,1.66
12,2300.0,SC,M,36,1.66
7,1200.0,CE,M,43,1.66
9,900.0,MG,M,28,1.66
12,500.0,BA,F,32,1.66
16,2000.0,CE,F,29,1.66
1,1000.0,GO,M,62,1.66
1,4000.0,SP,M,43,1.66
12,1500.0,DF,M,44,1.66
12,400.0,MG,F,32,1.66
16,10000.0,RS,F,38,1.66
16,7000.0,RS,M,33,1.66
6,150.0,PA,F,46,1.66
15,2395.0,AP,M,37,1.66
1,2400.0,MG,M,40,1.66
14,2000.0,SP,M,29,1.66
12,1800.0,GO,M,39,1.66
12,1100.0,RJ,F,50,1.66
1,3000.0,AC,M,80,1.66
3,480.0,CE,M,47,1.66
5,990.0,CE,M,56,1.66
12,3100.0,RS,M,51,1.66
12,1500.0,RJ,M,44,1.66
16,6200.0,DF,F,44,1.66
9,1100.0,RS,M,21,1.66
16,2000.0,RS,M,71,1.66
3,100.0,AL,F,78,1.66
3,800.0,TO,M,63,1.66
12,2000.0,GO,M,60,1.66
12,972.0,BA,F,43,1.66
2,1773.0,GO,M,23,1.66
7,1500.0,AP,M,38,1.66
16,4200.0,AP,F,54,1.66
7,1000.0,SP,F,66,1.66
1,1800.0,MT,M,62,1.66
16,500.0,SP,F,50,1.66
9,3000.0,SC,M,47,1.66
5,1380.0,MG,F,59,1.66
12,1000.0,AC,M,26,1.66
12,1500.0,SC,M,46,1.66
6,600.0,RJ,M,35,1.66
12,950.0,PA,M,32,1.66
14,3000.0,SP,F,57,1.66
12,900.0,CE,M,49,1.66
12,2200.0,PR,M,44,1.66
12,830.0,MG,F,36,1.66
12,960.0,AP,F,42,1.66
12,900.0,MG,M,21,1.66
12,1500.0,CE,F,21,1.66
7,1200.0,RS,M,36,1.66
9,788.0,PA,F,43,1.66
16,3600.0,SP,M,40,1.66
12,400.0,RJ,F,59,1.66
12,1800.0,DF,M,47,1.66
16,1800.0,MT,M,44,1.66
13,4000.0,DF,F,68,1.66
5,2500.0,GO,M,49,1.66
15,3000.0,RS,M,32,1.66
7,600.0,SE,M,30,1.66
12,2100.0,MG,M,37,1.66
12,788.0,PA,M,32,1.66
6,1400.0,PR,M,28,1.66
1,300.0,MA,M,53,1.66
6,395.0,PI,M,58,1.66
16,8000.0,PB,F,59,1.66
10,1500.0,AC,M,26,1.66
6,200.0,MA,F,36,1.66
12,1500.0,BA,M,42,1.66
5,1100.0,SP,M,41,1.66
6,600.0,BA,M,34,1.66
16,3500.0,CE,M,43,1.66
10,600.0,PA,F,37,1.66
13,1200.0,SP,F,34,1.66
16,4000.0,BA,F,39,1.66
12,1000.0,PB,F,32,1.66
7,1576.0,SC,M,57,1.66
16,7000.0,SP,M,52,1.66
16,4000.0,MG,M,27,1.66
16,2000.0,ES,F,58,1.66
6,860.0,SP,M,41,1.66
12,1670.0,MS,M,40,1.66
12,3000.0,ES,M,25,1.66
13,800.0,BA,F,48,1.66
12,400.0,PA,F,45,1.66
7,788.0,CE,M,26,1.66
12,2100.0,SC,M,57,1.66
12,3500.0,PR,M,42,1.66
7,1500.0,PA,M,71,1.66
12,2300.0,PR,M,45,1.66
12,1000.0,BA,M,37,1.66
4,788.0,MG,M,72,1.66
9,20000.0,MT,M,48,1.66
7,750.0,PA,M,45,1.66
16,7000.0,PE,F,60,1.66
6,1500.0,RJ,M,37,1.66
3,1500.0,TO,M,30,1.66
12,1200.0,AC,M,62,1.66
12,1500.0,AP,F,54,1.66
9,2500.0,PR,M,34,1.66
12,1600.0,MS,M,22,1.66
4,2389.0,PR,M,41,1.66
7,1000.0,CE,M,26,1.66
13,1300.0,RJ,M,45,1.66
12,1500.0,GO,M,34,1.66
9,840.0,PI,M,29,1.66
12,900.0,BA,M,25,1.66
7,1375.0,PR,M,37,1.66
10,1200.0,RO,F,46,1.66
9,800.0,MS,M,27,1.66
9,800.0,RJ,M,26,1.66
9,200.0,PA,F,37,1.66
12,5000.0,SC,M,26,1.66
16,2000.0,RJ,M,28,1.66
12,788.0,BA,F,27,1.66
5,1750.0,MG,M,43,1.66
12,1100.0,SP,F,52,1.66
9,804.0,PB,M,54,1.66
16,788.0,RN,M,48,1.66
7,1400.0,SP,M,61,1.66
10,300.0,RR,F,42,1.66
1,788.0,TO,M,50,1.66
9,2000.0,MT,F,46,1.66
16,6000.0,SP,M,43,1.66
12,1200.0,BA,F,42,1.66
12,50.0,CE,F,43,1.66
12,1700.0,MG,M,52,1.66
13,3000.0,SC,M,32,1.66
12,600.0,RJ,F,56,1.66
1,400.0,SP,M,44,1.66
12,980.0,MG,M,24,1.66
8,600.0,RS,M,51,1.66
12,3000.0,PR,M,39,1.66
12,4000.0,RO,F,36,1.66
1,937.0,RS,F,43,1.66
12,2500.0,SP,M,43,1.66
8,1200.0,MT,M,46,1.66
12,2500.0,CE,M,44,1.66
10,876.0,RO,M,36,1.66
8,1200.0,RS,M,54,1.66
9,1600.0,SP,M,48,1.66
12,1200.0,RS,M,45,1.66
1,150.0,SE,M,43,1.66
12,2800.0,ES,M,35,1.66
12,7000.0,RJ,M,77,1.66
2,500.0,BA,M,45,1.66
12,1500.0,PI,M,20,1.66
12,6500.0,SC,F,53,1.66
17,1250.0,SC,F,53,1.66
12,895.0,MT,F,35,1.66
12,1000.0,ES,F,48,1.66
6,300.0,RS,M,54,1.66
8,2300.0,MT,M,44,1.66
12,788.0,TO,M,33,1.66
9,2200.0,SP,M,35,1.66
12,1200.0,DF,M,28,1.66
9,600.0,RJ,F,51,1.66
12,900.0,MA,F,47,1.66
6,1400.0,MG,M,39,1.66
9,2000.0,RS,M,28,1.66
10,1000.0,BA,F,30,1.66
12,2000.0,MT,M,54,1.66
17,300.0,MA,F,28,1.66
16,11000.0,SP,F,43,1.66
12,2000.0,SP,M,48,1.66
1,600.0,BA,M,58,1.66
3,1200.0,RS,F,58,1.66
11,1200.0,SC,F,20,1.66
8,1200.0,ES,F,30,1.66
15,3000.0,SP,F,43,1.66
16,13500.0,RJ,M,48,1.66
16,600.0,SC,F,37,1.66
5,788.0,AP,M,21,1.66
9,2100.0,PR,M,54,1.66
1,500.0,PE,F,50,1.66
10,1400.0,PR,M,59,1.66
13,2000.0,RS,F,34,1.66
1,40.0,PB,F,75,1.66
12,1600.0,MS,M,43,1.66
9,3000.0,MG,M,42,1.66
12,2500.0,SP,M,34,1.66
12,900.0,CE,F,29,1.66
7,1400.0,PR,M,50,1.66
1,480.0,SE,M,29,1.66
12,1033.0,MG,M,35,1.66
7,1500.0,RS,M,54,1.66
9,788.0,GO,F,39,1.66
12,788.0,CE,M,23,1.66
12,1000.0,MT,M,61,1.66
16,2000.0,AC,M,35,1.66
12,900.0,PB,M,37,1.66
12,1500.0,PE,M,31,1.66
1,500.0,PA,M,45,1.66
6,910.0,MS,F,42,1.66
16,1700.0,SP,F,37,1.66
12,2500.0,SP,F,49,1.66
8,800.0,PE,F,56,1.66
9,1200.0,MS,M,33,1.66
13,7000.0,RJ,M,67,1.66
9,2000.0,GO,M,44,1.66
12,1500.0,SP,F,46,1.66
16,1500.0,RJ,M,48,1.66
10,2000.0,PR,M,49,1.66
8,788.0,SC,M,45,1.66
6,2000.0,MG,F,63,1.66
1,380.0,BA,M,65,1.66
3,1000.0,RJ,M,34,1.66
12,788.0,AP,M,38,1.66
12,1000.0,RJ,M,68,1.66
12,2800.0,RS,M,45,1.66
14,913.0,GO,F,39,1.66
12,800.0,PE,M,46,1.66
5,1200.0,PR,M,29,1.66
5,1800.0,PR,M,27,1.66
14,1500.0,MG,F,34,1.66
1,500.0,SP,M,54,1.66
1,500.0,CE,F,43,1.66
12,800.0,RS,F,49,1.66
12,1500.0,SP,M,59,1.66
16,2500.0,RJ,M,32,1.66
13,1576.0,RS,M,26,1.66
6,8000.0,MT,F,33,1.66
9,2400.0,SC,M,48,1.66
2,10000.0,TO,M,55,1.66
5,1200.0,BA,M,64,1.66
1,100.0,BA,M,81,1.66
16,2000.0,SP,M,65,1.66
7,788.0,RS,F,55,1.66
16,5000.0,RS,M,40,1.66
16,1600.0,CE,F,35,1.66
16,6000.0,SP,M,31,1.66
12,1200.0,ES,F,39,1.66
13,2000.0,PE,M,43,1.66
12,2450.0,SE,M,49,1.66
12,788.0,MT,F,42,1.66
2,500.0,MG,M,73,1.66
8,1550.0,RS,F,45,1.66
9,600.0,AP,M,44,1.66
12,9500.0,CE,M,58,1.66
12,800.0,AP,M,26,1.66
12,788.0,DF,F,54,1.66
12,1500.0,PE,M,63,1.66
5,1400.0,PR,M,65,1.66
16,10000.0,RS,M,33,1.66
16,15000.0,RS,F,56,1.66
12,1100.0,RJ,F,45,1.66
16,4500.0,PR,M,30,1.66
5,5000.0,MG,M,37,1.66
16,11000.0,DF,F,66,1.66
5,3000.0,GO,M,54,1.66
16,1200.0,CE,F,37,1.66
11,1300.0,SP,M,39,1.66
5,788.0,RO,F,44,1.66
12,1560.0,BA,M,49,1.66
12,1400.0,RJ,M,27,1.66
12,850.0,GO,M,46,1.66
7,550.0,PB,F,35,1.66
9,3000.0,SC,M,47,1.66
5,1200.0,MS,M,50,1.66
13,1600.0,RS,M,61,1.66
8,880.0,PB,M,24,1.66
1,1100.0,SP,M,61,1.66
2,80.0,MA,F,34,1.66
12,2500.0,PR,M,32,1.66
12,3000.0,SP,M,47,1.66
12,1200.0,CE,M,35,1.66
12,1700.0,RS,M,58,1.66
1,788.0,PE,M,30,1.66
5,3000.0,SP,M,43,1.66
12,788.0,AC,F,36,1.66
12,1300.0,PE,F,33,1.66
14,4000.0,RS,M,55,1.66
16,9500.0,RJ,M,53,1.66
16,1500.0,PR,F,31,1.66
16,780.0,AP,M,44,1.66
16,7000.0,SP,M,39,1.66
9,1200.0,PE,M,37,1.66
12,1200.0,RR,M,49,1.66
6,375.0,MG,F,57,1.66
12,300.0,MG,F,31,1.66
1,788.0,SP,F,58,1.66
5,1200.0,MG,F,53,1.66
1,175.0,SE,M,55,1.66
1,788.0,BA,M,67,1.66
12,1700.0,PR,M,37,1.66
16,10000.0,SP,M,64,1.66
7,788.0,MG,F,47,1.66
5,1500.0,SP,M,57,1.66
12,4000.0,BA,M,49,1.66
1,800.0,MT,M,55,1.66
6,1500.0,RS,M,52,1.66
12,788.0,PE,M,31,1.66
8,788.0,PA,M,21,1.66
5,1200.0,PE,M,45,1.66
12,1200.0,SP,F,27,1.66
12,1300.0,BA,M,33,1.66
12,850.0,BA,M,56,1.66
4,2000.0,SP,M,37,1.66
12,800.0,PE,M,51,1.66
12,700.0,SP,F,45,1.66
16,8000.0,PR,M,61,1.66
8,5000.0,AC,M,48,1.66
9,1200.0,PI,M,44,1.66
12,1300.0,MG,M,34,1.66
12,2200.0,CE,M,58,1.66
3,2000.0,GO,M,51,1.66
16,20000.0,PR,M,36,1.66
1,400.0,AP,F,51,1.66
16,7000.0,RS,F,53,1.66
7,800.0,PA,M,69,1.66
12,500.0,SE,F,36,1.66
9,1500.0,PE,M,62,1.66
2,500.0,MA,M,60,1.66
16,4000.0,AC,M,29,1.66
16,7000.0,RJ,M,55,1.66
3,1200.0,BA,M,50,1.66
1,750.0,MT,M,69,1.66
1,2200.0,MT,M,28,1.66
16,2300.0,RS,M,45,1.66
12,800.0,BA,F,54,1.66
7,350.0,MG,F,40,1.66
12,1800.0,RJ,M,53,1.66
12,240.0,MG,F,46,1.66
5,1120.0,SP,M,62,1.66
12,500.0,MA,M,29,1.66
9,1500.0,SP,M,29,1.66
9,3000.0,PR,M,46,1.66
12,3000.0,SP,M,55,1.66
11,1700.0,MG,M,30,1.66
12,1500.0,MG,M,44,1.66
9,910.0,MG,F,59,1.66
10,840.0,PI,M,48,1.66
4,550.0,TO,M,40,1.66
9,1400.0,RJ,M,27,1.66
12,1000.0,SP,F,25,1.66
16,8200.0,DF,M,39,1.66
14,4200.0,GO,M,37,1.66
8,1800.0,RR,M,25,1.66
7,3900.0,MG,M,45,1.66
13,5000.0,MA,M,38,1.66
16,1800.0,CE,F,34,1.66
16,2000.0,SP,M,67,1.66
10,1024.0,RO,F,25,1.66
9,1000.0,SP,M,55,1.66
16,14000.0,SP,M,51,1.66
9,500.0,BA,F,46,1.66
16,8500.0,SP,F,52,1.66
12,1200.0,BA,M,37,1.66
12,2000.0,MT,M,39,1.66
5,1300.0,PR,M,52,1.66
9,788.0,CE,M,50,1.66
12,2000.0,RS,M,55,1.66
12,2500.0,RS,M,61,1.66
12,2400.0,GO,M,38,1.66
3,600.0,RJ,M,65,1.66
5,1000.0,DF,F,52,1.66
5,1500.0,RS,M,44,1.66
5,900.0,MG,M,40,1.66
16,3000.0,RO,M,27,1.66
16,2290.0,AP,M,28,1.66
12,900.0,GO,F,36,1.66
16,4000.0,PA,F,42,1.66
6,700.0,RJ,F,56,1.66
14,1576.0,MT,M,31,1.66
3,900.0,PA,M,40,1.66
12,2000.0,MT,F,46,1.66
12,3000.0,PR,M,24,1.66
15,1500.0,RS,F,43,1.66
9,788.0,MG,M,42,1.66
16,4000.0,RN,F,48,1.66
12,1000.0,SP,F,57,1.66
4,950.0,SE,M,50,1.66
7,1200.0,SP,F,40,1.66
16,7000.0,AP,M,58,1.66
7,1100.0,PB,M,29,1.66
